4	2	1	0	0	33	322	3	15	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	2	1	0	0	32	242	3	15	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	3	2	4	2	4	4	2	3	4	2	3	4	1	1	1	1	3	2	3	3	3	1	1	0	1	1	1	1
3	2	1	0	0	34	427	4	15	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	3	4	3	4	3	4	3	3	1	3	3	2	4	4	1	4	4	3	4	3	1	4	4	1	1	2	2	4	3	4	2	4	1	1	1	1	1	1	1
2	2	1	0	0	32	248	3	15	2	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	2	3	3	2	3	3	2	3	3	1	1	3	3	4	2	3	3	3	1	1	1	1	1	1	1
1	2	1	0	0	33	322	1	15	2	0	.	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	1	1	1	1	1	1	1	1	1
1	2	1	0	0	29	14	1	2	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	1	4	4	4	4	4	4	4	1	1	1	1	1	1	1
1	2	1	0	0	33	330	1	2	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	1	4	4	4	4	4	4	4	1	1	1	1	1	1	1
1	2	1	0	0	33	318	1	3	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	1	4	4	4	4	4	4	4	1	1	1	1	1	1	1
1	2	1	0	0	33	330	2	15	1	1	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	1	4	4	4	4	4	4	4	1	1	1	1	1	1	1
1	2	1	0	0	34	422	2	15	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	3	4	1	4	4	1	4	4	1	4	4	1	1	4	4	4	4	4	4	4	1	1	1	1	1	1	1
1	2	1	0	0	17	712	1	5	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	3	4	2	3	3	2	3	4	2	3	3	2	3	3	1	1	4	4	4	3	3	3	3	1	1	1	1	1	1	1
1	2	1	0	0	33	332	4	15	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	1	3	4	1	3	3	1	3	4	1	3	4	1	1	4	4	4	4	4	4	4	0	1	1	1	1	1	1
2	2	1	0	0	33	322	4	15	2	0	2	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	3	3	4	4	2	4	4	2	4	4	2	4	4	1	2	3	3	3	2	3	3	3	1	1	1	1	1	1	1
2	2	1	0	0	34	422	1	14	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	2	4	4	2	4	4	2	4	4	2	3	4	1	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1
1	2	1	0	0	29	32	3	15	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	2	2	4	1	4	4	1	2	4	1	4	4	1	4	4	4	4	3	4	4	4	1	1	0	0	1	1	1
1	2	1	0	0	33	334	1	3	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	1	4	4	4	4	4	1	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1
1	2	1	0	0	29	11	1	1	2	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	3	3	4	1	4	4	1	4	4	4	4	4	3	3	3	3	3	3	3	4	1	4	4	4	4	4	1	4	4	2	3	3	1	3	4	1	4	4	4	4	1	4	3	4	1	1	1	1	1	1	1
2	2	1	0	0	29	20	1	5	2	0	7	4	4	4	4	4	4	4	4	4	4	4	3	4	2	4	3	3	4	4	4	4	4	4	2	3	4	2	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	2	3	3	2	3	3	2	3	3	1	3	3	3	3	3	3	3	3	1	1	1	1	1	0	1
2	2	1	0	0	31	132	1	3	2	0	.	4	4	4	4	4	4	4	4	4	3	3	4	3	3	3	3	4	4	3	3	4	4	4	2	4	4	3	4	3	2	3	3	3	3	3	4	3	3	3	4	2	3	3	2	3	3	2	3	3	2	4	3	2	3	3	1	2	3	2	3	3	3	3	3	1	1	1	1	1	1	1
1	2	1	0	0	17	721	2	15	1	1	7	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	1	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	1	4	4	1	4	4	2	2	4	2	4	4	4	4	4	1	1	1	1	1	1	1
1	2	1	0	0	32	270	1	15	2	0	7	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	1	4	4	2	4	3	3	4	3	4	4	4	4	4	4	3	4	1	4	4	1	2	3	1	4	3	1	2	3	1	3	3	2	2	4	3	4	4	4	4	4	1	1	0	0	1	1	1
2	2	1	0	0	13	636	3	14	2	0	7	4	4	4	4	4	4	4	4	3	4	4	4	4	1	4	3	3	3	3	3	3	3	3	2	3	4	2	3	3	3	3	3	4	4	2	3	3	3	3	4	2	3	3	2	3	3	2	3	3	2	3	3	2	3	3	2	4	3	3	3	3	3	3	3	1	1	1	1	1	1	1
2	2	1	0	0	34	427	1	5	2	0	6	4	4	4	4	4	4	4	4	3	4	3	4	4	3	4	4	4	4	4	4	4	4	4	2	4	4	3	4	4	3	3	4	4	3	4	4	4	4	4	4	2	3	4	2	3	4	2	4	4	2	4	3	2	3	4	2	2	3	2	3	3	3	3	3	1	1	1	1	1	1	1
2	2	1	0	0	17	722	1	4	1	1	7	4	4	4	4	4	4	4	4	3	4	3	4	4	3	4	4	4	4	4	4	3	4	4	2	4	4	3	4	4	3	3	4	3	4	3	4	3	4	4	4	1	4	3	1	4	3	2	4	3	1	4	3	1	3	3	2	2	3	2	4	4	3	4	4	1	1	1	1	1	1	1
2	2	1	0	0	32	246	1	5	2	0	5	4	4	4	4	4	4	4	4	3	4	3	4	3	3	3	3	4	4	3	3	3	4	4	2	4	4	2	3	4	3	3	3	3	3	3	4	3	3	3	4	2	3	3	2	4	3	1	4	3	1	4	3	1	3	3	2	2	3	3	3	3	4	4	4	1	1	1	1	1	1	1
2	2	1	0	0	34	412	1	5	2	0	7	4	4	4	4	4	4	4	4	3	4	3	3	4	3	4	4	4	4	4	4	4	4	4	2	3	4	2	4	4	4	4	3	4	4	4	4	4	4	4	4	1	3	4	2	2	4	2	4	4	2	3	3	1	4	4	2	2	3	3	4	3	3	3	4	1	1	0	1	1	1	1
1	2	1	0	0	17	721	3	15	2	0	2	4	4	4	4	4	4	4	4	3	4	3	3	3	3	4	3	4	4	4	4	4	4	4	1	4	4	3	4	4	3	3	3	4	3	4	4	4	4	4	4	2	4	4	4	4	4	2	4	4	4	4	3	1	4	4	2	2	4	2	3	1	3	1	4	1	1	1	1	1	1	1
1	2	1	0	0	33	322	3	5	2	0	3	4	4	4	4	4	4	4	4	3	4	3	3	3	3	4	3	4	4	4	4	3	4	4	1	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	2	4	4	3	4	4	2	4	4	2	4	4	2	4	4	2	2	4	2	3	2	3	3	3	1	1	1	1	1	1	1
2	2	1	0	0	33	358	2	15	2	0	5	4	4	4	4	4	4	4	4	3	4	3	3	3	3	4	3	4	4	3	4	3	4	4	2	3	4	3	4	4	3	3	4	4	4	4	4	4	4	4	4	2	3	4	2	3	4	2	3	4	2	4	4	1	4	4	2	2	3	2	3	3	3	3	4	1	1	1	1	1	1	1
2	2	1	0	0	31	128	1	4	2	0	7	4	4	4	4	4	4	4	4	2	4	4	4	4	3	4	4	4	4	4	4	4	4	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	1	4	4	1	4	4	1	4	4	1	4	4	3	2	3	3	3	4	4	4	4	1	1	1	1	1	1	1
1	2	1	0	0	17	712	1	4	2	0	7	4	4	4	4	4	4	4	4	2	4	4	4	4	3	4	4	4	4	4	4	4	4	4	1	4	4	2	4	4	4	4	4	4	4	3	4	4	4	3	4	1	4	4	1	4	4	2	4	4	2	4	4	1	4	4	3	2	4	3	4	4	3	3	4	1	1	1	1	1	1	1
1	2	1	0	0	29	20	1	15	2	0	7	4	4	4	4	4	4	4	4	2	4	4	4	4	3	4	4	4	4	4	4	4	4	4	1	4	3	2	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	2	4	4	1	4	4	1	4	4	1	3	4	3	2	4	3	4	3	4	4	4	1	1	1	1	1	1	1
2	2	1	0	0	17	722	1	15	2	0	7	4	4	4	4	4	4	4	4	2	4	4	4	4	3	4	4	4	4	3	4	4	4	4	2	3	4	2	4	4	3	4	4	4	4	4	4	4	4	4	4	1	4	4	1	4	4	1	4	4	2	4	4	1	4	4	3	2	3	3	4	4	4	3	4	1	1	1	1	1	1	1
