rural,gender,fathed,mothed,mth_scor,sci_scor,phy_scor,bio_scor
0,0,3,3,45.09,46.94,47.64,54.37
0,1,2,2,35.5,32.74,35.25,36.47
0,1,5,5,36.31,38.86,36.6,52.22
0,1,1,1,35.28,35.92,35.12,32.79
0,0,4,2,69.14,71.37,66.76,70.58
0,1,1,2,32.84,30.47,35.7,29.09
0,1,1,1,37.01,33.98,38.38,30.74
0,0,5,NA,43.35,35.22,38.4,37.48
0,1,NA,2,50.49,45.13,46.9,48.21
0,0,3,2,69.45,69.07,72.82,58.58
0,1,1,1,33.93,36.03,35.46,44.63
0,1,2,2,47.83,57.3,54.39,54
0,1,5,3,62.84,51.17,46.7,52.15
0,1,5,4,50.25,55.94,54.49,47.91
0,0,2,1,44.3,45.87,46.25,44.32
0,0,1,1,38.37,38.7,37.44,40.42
0,0,4,2,42.18,43.69,36.56,56.25
0,0,2,2,58.18,63.3,61.42,63.14
0,0,5,5,44.33,37.6,36.51,39.89
0,0,1,2,38.88,39.11,42.26,39.7
0,1,4,5,43.88,41.4,40.67,33.96
0,0,4,2,34.59,41.11,39.21,37.19
0,0,5,4,65.86,58.44,58.42,63.14
0,0,1,1,54.92,42.88,44.28,39.7
0,0,2,2,38.05,44.96,52.49,42.67
0,0,1,1,37.51,38.28,39.77,42.82
0,1,1,2,39.15,45.36,46.09,39.9
0,1,2,1,47.83,56.11,52.92,54
0,0,4,4,46.87,52.7,51.04,48.21
0,0,3,1,54.95,33.31,38.11,38.72
0,1,NA,NA,44.45,38.06,35.88,52.22
0,0,2,2,54.9,59.43,58.67,58.65
0,0,1,2,58.2,60.9,62.78,52.36
0,0,NA,NA,53.67,54,57.76,37.59
0,1,1,1,37.78,37.96,40.46,42.72
0,1,4,1,31.83,59.25,60.38,53.68
0,0,1,1,35.45,35.5,41.38,25.62
0,1,4,2,53.36,47.57,50.61,32.32
0,0,3,2,53.91,48.09,44.42,52.91
0,0,4,2,64.48,65.32,65.87,63.14
0,0,2,5,48.39,48.92,51.79,39.71
0,0,3,3,45.51,41.12,43.94,45.04
0,1,2,2,41.33,35.71,30.25,30.04
0,1,2,1,65.29,53.26,52.18,49.52
0,0,2,2,38.02,38.78,42.01,38.23
0,1,1,1,39.3,38.93,50.51,32.71
0,1,5,4,43.3,42.66,45.37,38.15
0,0,2,3,68.92,50.74,53.15,52.36
0,1,5,3,70.25,64.9,64.43,70.58
0,1,2,4,69.8,72.71,73.81,70.58
0,1,4,3,61.69,60.52,57.05,56.25
0,1,5,5,60.28,69.07,73.99,55.73
0,1,4,5,68.16,63.89,63.48,55.73
0,1,NA,2,60.75,58.34,60.43,56.41
0,1,3,2,44.89,43.99,49.31,39.89
0,0,5,4,70.7,74.02,69.19,70.58
0,0,5,5,65.89,61.4,62.39,52.91
0,0,NA,NA,45.36,48.97,48.41,41.05
0,1,4,4,63.61,74.48,74.93,60.43
0,1,5,2,67.74,67.63,66.8,60.43
0,1,4,4,82.54,74.55,72.32,70.58
0,1,3,5,74.66,68.47,65.69,60.43
0,1,4,4,50.13,54.94,58.49,52.91
0,0,5,2,62.46,30.81,37.81,33.34
0,1,4,2,59.72,58.53,55.11,50.24
0,1,5,3,57.04,57.95,59.43,50.2
0,1,3,3,50.74,51.08,47.89,57.94
0,0,4,5,71.24,78.6,81.02,70.58
0,1,4,4,74.58,65.42,59.18,70.58
0,1,2,2,63.88,56.59,55.37,51.17
0,1,2,4,42.23,44.61,41.5,47.15
0,0,4,4,77.78,77.83,77.62,70.58
0,1,4,4,56.86,62.61,60.64,60.43
0,0,5,2,55.41,53.57,54.24,50.18
0,1,4,5,62.63,58.98,63.95,52.91
0,1,4,4,44.01,50.34,47.91,56.25
0,1,4,2,66.12,60.69,60.91,52.91
0,0,5,4,73.07,67.51,72.83,59.03
0,0,3,2,42.55,43.87,53.38,41.15
0,0,5,4,70.2,73.61,75.02,63.13
0,1,4,4,65.86,68.45,65.92,63.13
0,1,4,5,63.32,55.09,55.1,52.91
0,1,4,4,52.3,67.55,65.52,56.19
0,0,5,5,77.48,67.81,62.19,63.13
0,1,NA,5,54.13,67.89,69.67,54.19
0,1,4,4,56.71,51.99,55.07,49.25
0,0,4,2,59.66,56.68,57.09,64.67
0,0,4,3,69.61,68.89,70.22,70.58
0,1,4,2,43.2,33.11,36.77,28.8
0,1,4,4,72.48,69.24,64.18,65.73
0,1,5,3,43.74,46.68,42.8,45.76
0,1,3,3,52.13,47.84,40,63.13
0,1,4,4,60.63,65.09,66.21,63.14
0,1,4,4,64.76,62.9,58.15,70.58
0,0,3,4,63.88,67.2,65.27,70.58
0,0,5,4,68.92,70.08,69.18,70.58
0,1,2,2,58.83,44.03,51.11,38.23
0,0,4,2,42.64,46.5,51.24,39.57
0,0,4,4,54.13,45.37,49.52,43.26
0,1,5,5,76.1,72.85,72.8,70.58
0,1,4,4,57.89,53.97,50.94,47.21
0,1,5,4,75.12,69.17,65.95,70.58
0,0,5,5,65.3,83.25,83.28,70.58
0,1,5,5,56.53,63.53,61.6,58.21
0,1,3,2,42.96,44.15,47.18,49.25
0,0,3,2,NA,NA,NA,NA
0,0,2,2,56.19,66.92,65.11,63.14
0,0,NA,1,38.49,40.99,41.86,37.03
0,0,4,2,60.02,64.05,64.4,39.9
0,1,2,2,41.16,47.15,47.95,48.21
0,0,4,2,45.77,47.54,43.26,52.36
0,0,1,1,72,55.23,58.18,42.09
0,1,2,4,57.72,50.94,55.31,42.65
0,0,4,5,46.64,49.62,50.75,44.37
0,1,2,2,46.76,42.18,46.18,33.79
0,1,2,2,55.08,58.5,58.9,54.19
0,0,2,2,57.13,46.72,42.94,42.75
0,0,3,2,41.6,33.66,36.28,36.47
0,1,1,2,60.29,50.23,47.79,52.91
0,0,2,2,47.53,45.34,41.47,43.69
0,1,2,4,33.57,33.79,38.53,33.04
0,1,2,2,43.39,35.56,41.85,29.16
0,0,2,3,40.87,36.1,34.98,48.21
0,1,3,2,42.04,41.91,45.37,42.03
0,1,5,5,63.97,59.32,61.37,50.1
0,1,3,2,56.08,50.85,51.9,39.12
0,1,NA,4,60.79,63.91,65.87,53.01
0,1,5,4,53.67,54.23,52.97,46.35
0,0,NA,NA,NA,39.89,48.58,39.17
0,1,3,2,59.6,60.55,57.08,57.94
0,1,2,2,57.01,48.3,45.77,40.61
0,1,4,2,47.74,44.05,43.74,48.21
0,1,2,2,48.52,59.95,61.1,50.06
0,1,4,4,53.42,45.49,39.54,45.76
0,1,5,4,51.62,40.91,36.31,50.24
0,1,2,4,48.61,47.93,45.48,59.03
0,0,1,2,39.83,32.54,30.07,45.76
0,1,NA,2,42.62,31.79,33.07,28.8
0,1,5,5,57.63,53.59,51.97,53.01
0,1,1,2,59.46,53.64,51.01,54.19
0,0,NA,1,35.54,35.81,32.96,34.13
0,1,NA,NA,37.78,34.42,38.52,35.26
0,1,2,1,58.72,47.47,49.04,45.76
0,0,5,5,44.9,53.71,55.28,56.19
0,0,1,1,33.37,46.32,49.16,45.78
0,0,1,1,65.4,57.97,57.21,60.43
0,0,2,1,34.21,35,34.75,36.92
0,1,3,2,51.4,46.16,44.36,43.26
0,0,2,2,59.03,49.1,45.74,56.25
0,1,3,2,52.45,43.5,40.74,50.24
0,0,3,3,33.83,40.84,43.46,30.02
0,0,2,2,41.25,54.2,55.67,55.73
0,0,5,4,NA,58.41,54.85,50.94
0,1,2,2,49.89,45.52,42.41,44.63
0,1,3,2,62.84,44.39,49.35,42.03
0,1,5,4,60.41,56.45,56.57,52.91
0,0,2,2,52.41,42.21,45.2,30.64
0,0,2,2,38.93,34.66,42.48,35.05
0,1,3,1,39.31,NA,NA,NA
0,0,2,2,40.47,43.21,45.29,37.81
0,0,2,2,35.49,42.31,49.35,39.89
0,0,2,2,63.35,54.45,53.91,46.44
0,0,1,2,45.21,39.87,41.7,24.88
0,0,2,4,63.07,69.68,69.82,70.58
0,1,2,2,55.62,40.37,43.62,37.59
0,0,5,4,71.49,78.53,79.34,70.58
0,1,4,4,65.51,62.51,63.13,59.03
0,1,2,4,62.98,57.37,55.27,56.19
0,1,2,2,49.34,61.21,63.04,52.15
0,0,2,2,57.72,50.2,46.79,62.73
0,1,NA,3,63.99,62.15,60.82,60.43
0,1,3,2,65.79,64.27,65.38,56.19
0,0,5,5,49.29,42.77,39.64,40.6
0,0,2,2,49.66,43.19,41.41,45.09
0,1,3,1,65.03,50.16,57.46,58.65
0,1,2,2,52.47,37.75,34.85,50.06
0,0,4,2,61.88,59.68,57.9,56.25
0,0,3,2,44.34,35.97,38.7,37.03
0,1,3,3,60.66,53.28,55.85,50.24
0,1,3,2,63.45,49.23,44.09,56.25
0,0,2,4,53.17,54.22,50.09,56.25
0,0,2,2,48.51,45.05,43.33,45.56
0,1,5,2,48.37,58.02,58.03,60.43
0,0,2,1,41.8,37,38.46,37.25
0,0,3,3,60.74,42.51,45.78,45.4
0,0,2,2,61.58,44.06,45.4,35.16
0,1,5,2,56.53,47.96,44.06,53.01
0,1,2,2,53.15,54.17,52.75,47.29
0,1,2,2,53.91,58.06,54.75,56.25
0,0,NA,2,40.2,51.02,47.66,50.06
0,0,2,1,52.41,55.79,60.63,49.69
0,1,2,2,65.56,65.32,66.6,53.01
0,0,5,3,67.02,64.75,67.47,58.65
0,1,4,5,52.94,54.71,56.18,56.34
0,1,2,3,57.31,48.02,48.87,50.24
0,1,2,2,62.66,44.39,45.17,53.01
0,1,2,2,48.56,41.09,42.14,47.29
0,1,5,2,58.37,57.01,64.73,54.37
0,0,5,3,70.76,72.49,76.83,70.58
0,1,2,2,64.95,50.5,55.11,48.95
0,1,2,2,60.77,54.49,53.63,49.98
0,1,4,2,66.2,58.98,65.32,53.01
0,0,5,5,58.78,56.61,61.36,47.43
0,0,2,4,74.4,58.41,55.02,55.73
0,0,5,5,46.05,31.9,31.98,40.42
0,0,2,3,52.57,56.23,55.25,64.67
0,1,3,4,61.03,52.3,50.28,52.91
0,0,2,2,54.88,57.02,57.56,51.97
0,0,2,2,51.02,65.83,74.47,56.19
0,1,3,2,58,52.76,52.02,47.17
0,0,2,1,55.45,41.76,48.87,40.42
0,1,3,2,43.78,42.26,48.36,30.02
0,0,2,4,60.3,48.38,47.81,50.2
0,1,4,5,62.03,64.06,63.99,63.14
0,0,2,4,79.98,82.63,87.29,70.58
0,1,5,4,69.79,58.38,61.19,47.85
0,1,5,5,65.04,55.51,61.38,47.85
0,0,2,2,37.82,33.71,37.75,24.75
0,0,2,4,52.31,47.26,54.24,43.83
0,0,2,2,54.8,42.54,44.59,41.05
0,0,2,2,64.5,61.87,61.39,56.54
0,1,1,1,68.9,62.87,61.82,52.91
0,0,2,2,50.93,54.03,55.96,53.17
0,1,2,2,44.72,48.56,45.54,50.06
0,1,NA,2,57.67,48.53,45.97,45.24
0,0,5,2,64.27,67.38,68.4,63.14
0,1,4,4,58.83,51.77,49.3,54.19
0,1,2,2,45.52,31.19,31.3,37.33
0,1,3,3,50.71,49.37,47.36,50.24
0,1,5,2,52.47,46.48,52.35,47.29
0,0,4,2,52.28,42.86,41.43,45.56
0,1,2,2,54.68,50.4,47.11,55.73
0,0,5,2,46.79,46.09,49.5,48.21
0,1,2,2,52.48,50.76,48.56,51.97
0,1,2,2,55.1,52.24,48.38,53.01
0,0,NA,2,55.53,44.62,43.28,39.7
0,0,2,2,53.19,42.04,43.78,43.49
0,1,2,2,51.26,51.02,49.75,47.29
0,1,4,4,63.62,60.85,62.44,53.01
0,1,2,3,45.47,44.78,40.48,47.29
0,0,2,2,50.25,33.6,37.55,36.47
0,1,2,2,59.22,52.41,47.81,56.25
0,1,2,2,56.17,50.98,55.8,43.42
0,1,2,2,47.83,45.46,47.48,38.63
0,0,2,4,56.18,41.4,45.69,41.4
0,1,5,4,65.78,61.85,59.41,56.19
0,0,2,4,53.12,54.4,49.64,56.19
0,1,2,2,60.18,63.74,60.4,64.67
0,1,5,2,47.07,52.48,47.56,50.85
0,1,5,2,59.15,56.61,55.14,56.25
0,0,2,2,45.72,40.01,39.75,33.52
0,0,3,2,66.44,63.93,64.2,63.14
0,1,5,4,56.82,66.07,62.25,60.43
0,1,5,4,62.55,62.12,55.31,70.58
0,0,5,5,66.47,62.42,55.92,63.13
0,0,2,3,66.48,63.64,64.52,52.36
0,1,3,2,57.61,42.96,41.72,56.19
0,0,5,4,60.48,47.5,50.64,52.91
0,0,5,2,62.23,53.28,54.29,50.24
0,0,4,2,37.77,42.51,40.03,38.02
0,0,4,4,68.77,69.71,70.11,64.67
0,0,5,2,64.73,65.31,67.55,53.95
0,0,3,2,47.94,47.83,56.95,29.64
0,0,5,2,55.83,49.29,48.54,46.7
0,0,1,1,55.98,61.29,61.46,57.94
0,1,5,5,66.32,60.34,58.34,56.25
0,0,4,3,47.43,54.44,55.78,52.91
0,1,1,2,62.7,49.07,47.52,52.19
0,0,3,5,54.31,59.23,57.92,53.01
0,0,3,2,53.96,55.33,55.85,54.19
0,1,4,2,59.3,48.63,47.78,53.01
0,1,2,2,40.41,46.14,48.48,46.3
0,1,1,2,54.51,62.95,63.22,63.14
0,0,5,3,59.65,64.38,59.59,70.58
0,1,2,2,59.75,64.75,63.02,70.58
0,1,5,3,63.21,63.55,58.89,63.13
0,0,1,2,63.48,70.74,69.02,70.58
0,0,2,2,54.3,57.82,62.69,49.93
0,0,5,2,51.8,62.97,62.38,58.65
0,0,4,5,64.56,62.88,62.6,60.43
0,0,2,2,54.69,62.76,63.65,55.73
0,1,4,4,59.49,52.82,60.1,46.3
0,1,2,2,58,50.98,52.96,49.98
0,0,5,4,60.31,55.15,59.62,58.21
0,1,NA,4,63.93,65.24,62.99,58.65
0,1,5,2,56.39,47.51,47.05,53.01
0,0,4,2,51.31,58.46,60.64,50.24
0,1,NA,4,50.81,50.45,49.04,53.01
0,1,5,4,55.55,55.68,54.01,57.94
0,0,1,2,52.16,56.06,59.41,63.13
0,0,2,2,65.07,55.61,53.71,54.19
0,0,4,2,62.71,55.99,56.3,53.01
0,0,4,5,68.65,73.18,72.38,70.58
0,0,4,3,75.42,67.38,63.62,63.14
0,0,2,3,58.03,69.44,67.6,70.58
0,0,2,2,43.05,55.08,53.52,53.01
0,0,5,2,58.56,51.98,46.97,55.73
0,0,5,3,50.14,46.84,49.93,53.01
0,0,2,3,57.83,59.11,53.78,63.13
0,1,2,1,59.32,51.53,49.94,50.24
0,1,5,5,60.52,66.48,66.58,60.43
0,1,2,3,70.07,53.74,54.77,49.02
0,1,4,2,61.49,44.61,47.15,44.16
0,0,4,2,50.46,37.83,37.9,38.18
0,0,2,2,64.61,73,69.67,70.58
0,1,2,2,50.14,44.28,45.64,44.93
0,1,NA,4,45.3,53,50.6,59.62
0,0,2,3,48.81,57.81,57.98,54
0,0,2,2,63.13,61.62,62.27,58.65
0,1,2,2,57.18,52.31,47.07,52.91
0,1,2,2,64.19,53.41,50.78,56.54
0,1,2,2,51.9,56.68,51.95,55.73
0,0,3,2,48.1,48.62,46.42,63.13
0,0,4,2,31.25,38.92,42.04,38.72
0,0,5,2,52.23,54.55,54.71,46.3
0,1,2,2,58.85,53.42,49.01,56.25
0,1,2,3,66.83,51.92,54.93,52.36
0,0,5,4,68.6,67.4,64.12,70.58
0,0,4,2,44.63,48.08,50.26,47.91
0,0,2,2,57.05,50.56,51.24,54.14
0,0,2,2,70.8,60.37,53.08,70.58
0,0,2,2,62.46,57.76,53.92,70.58
0,1,5,2,47.81,45.12,46.2,42.74
0,0,2,3,56.52,65.39,65.25,62.73
0,0,2,2,53.77,50.75,45.48,49.69
0,1,2,2,52.63,47.86,49.51,39.61
0,0,2,3,39.38,40.3,38.15,65.73
0,0,2,2,59.43,53.25,51.53,63.14
0,0,1,3,57.44,56.83,53.91,55.73
0,0,4,2,71.87,74.59,76.03,70.58
0,1,2,2,56.39,59.77,57.95,60.43
0,0,3,2,53.12,51.38,51.16,58.65
0,0,2,2,54.9,59.39,55.66,56.19
0,1,2,2,73.39,69.44,64.81,70.58
0,1,2,2,59.38,56.34,60.3,59.62
0,1,2,2,57.98,57.01,51.79,55.88
0,0,2,2,43.02,41.25,41.09,41.71
0,1,3,2,47.35,40.2,40.54,35.65
0,0,2,2,51.33,58.22,58.14,56.25
0,1,1,2,39.98,42.71,43.24,35.67
0,1,2,2,36.52,37.55,36.3,41.03
0,0,2,2,45.45,55.9,57.84,64.67
0,0,2,1,34.72,41.33,43.86,49.93
0,1,1,2,41.31,39.95,43.46,43.68
0,1,2,2,43.64,50.63,48.95,45.76
0,1,3,2,55.33,55,51.18,58.65
0,1,4,2,57.78,60.61,60.62,70.58
0,0,NA,3,36.19,49.45,47.29,52.36
0,0,1,2,47.7,47.38,49.48,50.94
0,0,2,2,34.44,38.54,38.79,32.42
0,1,1,1,43.78,35.58,39.25,39.7
0,1,2,4,69.63,60.03,52.03,70.58
0,1,1,1,41.18,39.71,42.35,45.71
0,1,2,2,45.58,43.67,41.32,50.94
0,1,3,2,50.86,53.73,54.55,47.91
0,1,1,1,33.38,40.14,37.45,48.48
0,0,NA,NA,47.59,56.07,58.48,52.85
0,1,4,2,59.45,45.79,48.37,47.91
0,0,NA,4,34.98,35.94,36.67,42.64
0,0,1,2,31.3,41.7,46.8,29.29
0,0,2,2,48.42,61.31,63.2,53.01
0,1,NA,2,36.18,46.48,50.13,42.32
0,0,NA,1,33.69,27.13,29.17,34.69
0,1,1,1,56.95,48.03,47.75,52.36
0,0,4,2,50.44,58.67,59.6,56.25
0,0,3,2,39.5,60.07,60.66,60.43
0,1,2,2,67.86,54.22,52.23,52.91
0,0,2,2,39.48,29.87,30.13,44.4
0,1,2,2,44.74,42.8,38.12,56.25
0,1,2,2,62.16,58.48,56.49,56.25
0,1,5,2,48.21,50.81,50.17,52.85
0,1,1,1,47.6,49.72,45.12,50.24
0,0,2,1,40.1,47.72,53.96,44.89
0,0,3,2,60.97,60.01,57.39,60.43
0,0,3,2,34.03,51.46,51.38,47.91
0,0,2,2,49.08,59.9,57.15,63.14
0,1,5,2,43.88,53.03,47.01,53.95
0,1,2,2,47.49,45.65,46.2,53.01
0,1,2,2,61.63,55.29,50.87,56.25
0,1,1,2,37.45,34.66,32.81,45.76
0,1,5,3,69.06,69.68,67.07,63.14
0,1,2,2,57.71,51.26,46.51,56.54
0,0,3,2,31.9,38.97,40.33,38.92
0,1,2,2,65.79,60.78,60.13,56.25
0,0,2,2,53.09,53.89,60.3,58.65
0,0,NA,2,46.4,62.82,64.51,56.19
0,1,1,1,66.97,64.04,56.33,70.58
0,1,2,2,38.32,46.86,52.28,45.76
0,1,2,2,63.46,59.59,52.73,63.14
0,1,4,5,67.5,70.92,71.68,60.43
0,1,2,2,57.43,54.04,54.83,58.03
0,0,1,2,34.36,43.18,45.59,43.49
0,1,2,2,50.52,47.71,53.02,41.17
0,0,4,2,43.53,53.85,50.83,56.25
0,1,3,3,43.96,52.2,46.07,45.33
0,1,3,3,49.18,51.34,49.76,52.85
0,0,3,2,40.79,55.9,56.76,48.21
0,0,2,2,44.02,46.93,49.4,45.07
0,0,2,2,32.39,46.28,55.9,31.09
0,0,2,5,42.92,48.36,41.83,47.91
0,1,1,2,44.55,45.82,42.27,50.94
0,1,2,2,47.16,44.48,43.99,45.76
0,1,NA,2,44.13,46.61,48.57,42.09
0,0,2,2,49.17,53.31,49.96,56.25
0,0,2,1,56.65,60.13,58.72,56.25
0,0,2,2,40.66,61.76,59.45,58.65
0,0,2,2,43.07,48.97,45.59,54.44
0,1,2,2,53.43,66.46,68.48,63.14
0,0,2,2,35.35,42.41,49,33
0,0,5,2,35.07,36.76,33.28,42.32
0,0,3,5,46.58,41.58,37.73,35.18
0,0,2,4,48.79,46.06,48.53,39.7
0,1,2,2,39.78,45.7,47.55,39.7
0,1,2,NA,42.93,56.09,56.95,53.01
0,0,1,2,48.17,44.58,48.51,49.93
0,1,2,2,41.64,43.58,44.25,44.93
0,0,1,2,37.91,42.66,47.9,44.13
0,0,2,1,36.43,30.43,35.93,32.22
0,0,2,4,39.89,40.16,43.25,38.15
0,0,3,2,53.38,60,61.24,51.17
0,0,2,NA,50.02,61.28,61.69,58.21
0,0,2,2,41.27,57.98,64.29,49.69
0,0,2,2,60.45,74.28,73.79,70.58
0,0,2,3,30.73,41.67,40.71,39.7
0,0,2,2,46.15,51.07,55.44,47.85
0,1,2,1,47.61,49.26,52.17,49.69
0,0,2,1,41.15,57.46,53.98,70.58
0,0,5,4,36.31,61.22,62.56,63.14
0,1,2,2,45.5,57.61,55.25,56.25
0,0,4,2,39.55,52.02,51.64,58.65
0,0,2,2,48.12,59.27,66.45,54.44
0,1,2,2,44.63,49.87,51.41,48.17
0,1,2,2,48.45,52.71,51,50.86
0,1,1,1,42.24,43.48,51.18,43.05
0,1,1,2,37.38,48.37,46.75,58.65
0,0,2,2,29.7,38.25,40.17,37.48
0,1,2,2,50.34,48.41,50.27,47.91
0,0,1,2,46.24,46.44,41.93,50.94
0,1,2,2,54.68,46.55,49.16,43.49
0,0,2,3,34.78,46.89,52.31,46.71
0,1,2,2,44.86,41.81,42.58,44.4
0,0,2,2,40,61.8,59.46,63.14
0,0,2,2,45.91,59.59,57.13,56.19
0,1,2,2,53.62,55.79,54.65,56.25
0,0,3,2,44.99,62.52,61.89,70.58
0,1,5,2,49.63,44.48,43.99,45.76
0,1,1,2,54.39,54.64,56.87,56.25
0,0,2,2,60.92,68.06,69.03,56.25
0,0,2,1,42.82,43.95,40.16,52.22
0,1,2,3,65.21,66.03,60.65,63.14
0,1,2,3,51.37,51.9,50.84,45.81
0,0,2,2,46.74,56.71,58.49,49.69
0,1,5,5,36.13,35.82,32.58,42.74
0,1,2,2,36.47,45.02,47.43,48.48
0,1,2,3,45.21,46.46,42.31,56.25
0,1,5,4,60.91,58.54,58.57,52.36
0,0,3,2,48.79,61.29,60.06,70.58
0,0,4,4,69.53,74.02,77.24,70.58
0,0,5,2,71.59,74.45,81.99,53.01
0,1,3,4,33.6,42.87,40.45,33.89
0,1,5,2,60.95,57.84,61.68,53.01
0,0,4,2,76.8,76.49,77.12,64.67
0,0,3,2,42.88,46.77,38.51,53.88
0,0,2,2,47.48,55.94,55.15,52.36
0,1,5,2,46.85,57.14,55.37,54.19
0,0,4,4,63.19,60.55,55.77,70.58
0,0,5,2,55.76,58.29,59.81,57.94
0,1,2,3,46.33,44.37,46.39,48.21
0,0,4,2,53.16,49.25,45.91,57.94
0,0,2,2,43.79,46.2,48.48,63.13
0,1,5,4,46.19,46.42,52.48,40.42
0,0,4,4,65.64,66.65,63.52,70.58
0,1,4,2,43.09,47.49,49.3,50.24
0,0,2,2,47.04,64.03,63.48,60.43
0,1,2,2,58.09,52.91,45.31,58.21
0,1,2,2,39.58,35.5,34.76,39.7
0,0,4,3,57.94,55.66,53.65,52.91
0,0,2,2,52.51,65.45,64,63.14
0,0,1,1,50.7,43.98,39,44.93
0,1,2,3,54.59,50.77,45.32,57.94
0,0,4,3,56.17,50.41,55.32,52.36
0,0,4,2,49.63,55.55,55.75,50.24
0,0,1,NA,38.37,51.16,53.11,58.21
0,0,5,4,44.4,45.37,45.99,45.76
0,0,2,2,54.16,54.28,54.28,55.73
0,1,2,2,59.5,56.07,49.96,58.58
0,1,2,2,61.8,61.13,60.14,60.43
0,0,2,3,48.72,56.5,59.13,58.65
0,1,4,4,54.39,51.51,41.8,59.03
0,0,4,2,67.26,67.01,65.11,63.14
0,0,4,4,50.4,46.73,43.58,44.32
0,0,5,2,34.64,39.74,40.85,43.91
0,1,4,3,62.14,59.82,60.86,53.01
0,1,4,2,54.89,46.89,43.62,52.36
0,0,4,5,62.09,50.86,52.88,54.19
0,0,2,2,57.2,56.48,55.67,54.19
0,1,4,2,55.75,59.65,57.47,63.14
0,0,2,2,50,56.28,56.44,54.19
0,0,5,4,62.41,58.85,63.01,60.43
0,1,4,2,55.48,54.34,58.27,50.48
0,1,NA,3,49.07,52.83,56.02,51.93
0,0,4,4,60.29,57.03,52.02,58.58
0,0,4,2,47.73,43.63,48.11,44.58
0,0,4,5,63.32,65.73,63.84,60.15
0,0,2,2,41.38,54.31,56.6,52.36
0,1,2,2,36.15,38.74,37.17,38.02
0,0,5,2,43.9,37.23,39.52,38.27
0,1,2,2,46.54,39.82,38.22,40.42
0,1,2,3,47.1,40.41,42.32,45.76
0,1,4,2,36.53,39.75,42.25,33
0,1,3,5,48.94,48.04,48.6,47.29
0,1,3,2,51.34,53.18,58.12,45.76
0,0,5,4,65.28,59.13,56.62,53.01
0,0,5,4,72.39,67.45,71,64.67
0,0,2,2,54.83,42.5,44.53,35.15
0,1,2,2,59.31,49.44,52.21,41.44
0,1,4,2,58.41,45.65,53.2,44.16
0,1,3,3,61.64,48.09,49.94,53.51
0,0,3,NA,64.08,54,60.93,43.02
0,1,5,2,56.22,43.16,49.47,37.74
0,1,2,2,51.84,40.29,41.47,47.88
0,0,2,1,34.42,42.9,42.76,47.29
0,1,2,4,53.08,44.46,46.22,39.97
0,0,2,2,53.55,67.09,71.82,59.52
0,1,2,4,50.47,39.9,40.05,51.66
0,0,NA,2,38.27,27.75,30.84,28.8
0,0,3,2,53.26,42.21,49.35,41.05
0,1,2,2,61.59,59.23,58.3,50.94
0,1,5,2,56.06,50.36,55.32,53.63
0,0,2,2,47.57,46.1,50.69,35.93
0,0,NA,2,56.62,44.53,52.55,32.37
0,1,4,5,54.26,49.76,48.45,49.87
0,1,4,2,45.04,40.18,41.38,28.99
0,1,2,2,52.45,41.43,46.31,42.09
0,0,2,1,46.81,56.37,57.81,65.82
0,0,2,2,49.1,42.1,41.22,42.43
0,0,2,2,34.29,38.64,38,52.22
0,0,2,2,38.62,43.51,35.99,44.26
0,0,1,2,40.44,50.25,48.36,59.16
0,0,2,4,39.4,32.98,36.85,40.68
0,1,3,3,63.09,61.11,66.14,58.65
0,1,2,2,30.94,36.57,39.3,41.15
0,0,2,1,45.2,44.72,48.72,47.91
0,1,NA,NA,47.46,59.36,64.34,59.52
0,0,2,2,50.53,49.54,50.62,59.49
0,1,3,2,39.56,41.85,35.38,43.56
0,0,3,2,32.53,41.72,38.5,38.88
0,0,5,2,45.71,53.84,57.51,59.49
0,1,4,2,42.34,33.29,40.48,25.21
0,1,2,4,53.84,46.97,52.26,38.24
0,0,5,2,43.42,39.71,35.48,46.16
0,1,2,2,44.67,44.23,47.12,33
0,1,2,2,39.95,47.55,48.45,47.91
0,1,3,2,50.09,52.31,49.81,53.56
0,1,2,2,53.87,43.11,36.58,47.15
0,1,2,2,57.7,56.31,55.73,52.91
0,0,2,2,36.62,37.61,39.55,33.37
0,0,2,1,47.02,41.51,42.09,46.5
0,1,3,3,47.74,45.72,44.09,59.49
0,0,3,2,41.4,38.5,38.78,33.52
0,1,1,1,43.39,38.77,37.83,37.03
0,0,5,4,53.17,50.12,57.11,52.77
0,0,2,2,39.02,45.45,47.98,49.02
0,1,2,2,53.82,63.01,60.64,70.58
0,1,2,2,48.13,42.67,35.92,47.15
0,1,NA,2,58.49,48.7,49.7,54.91
0,1,2,2,36.16,29.38,33.75,37.48
0,0,2,2,32.42,40.03,36.42,34.34
0,1,NA,NA,NA,NA,NA,NA
0,0,2,2,52.77,56.91,57.54,48.21
0,1,2,1,41.44,44.21,44.74,34.34
0,1,3,4,56.09,53.14,52.72,51.93
0,0,2,2,59.03,52.3,49.17,53.88
0,0,2,2,62.25,57.19,54.87,58.65
0,0,5,5,71.45,65.02,61.05,70.58
0,1,3,2,43.14,44.41,44.32,50.24
0,1,4,2,64.46,67.21,69.9,70.58
0,0,2,2,52.38,39.81,48.98,32.61
0,0,2,2,47.86,52.31,48.5,56.19
0,0,2,4,42.64,48.89,48.74,57.94
0,0,3,2,59.06,48.94,43.27,50.6
0,0,5,2,52.86,49.26,49.11,50.94
