rural,gender,fathed,mothed,mth_scor,sci_scor,phy_scor,bio_scor
0,1,1,2,60.76,59.27,60.29,56.54
0,1,4,4,45.68,51.11,52.22,45.4
0,1,4,3,58.16,60.83,60.39,60.43
0,1,4,4,60.2,62.68,63.13,60.43
0,1,4,3,53.03,58.24,56.6,52.22
0,1,2,2,38.57,44.1,49.21,45.76
0,1,5,3,55.84,47.74,46.16,52.22
0,1,2,2,36.38,49.1,48.44,50.06
0,1,3,4,69.66,64.25,64.41,56.25
0,0,4,2,64.49,62.86,59.1,63.14
0,0,5,2,63.27,58.29,62.19,50.94
0,0,5,4,66.21,73.16,73.31,56.25
0,0,3,2,72.03,66.49,65.36,56.25
0,0,NA,NA,58.72,55.32,61.18,41.05
0,0,2,2,39.74,30.16,32.88,35.16
0,0,1,2,34.57,46.64,48.03,38.15
0,1,NA,1,42.72,49.2,45.87,53.01
0,0,2,2,31.76,37.96,33.95,36.92
0,0,3,2,35.33,41.39,44.17,36.79
0,0,3,2,58.42,49.66,46.33,58.58
0,1,2,2,44.54,50.64,45.87,56.25
0,0,NA,NA,38.52,34.7,39.33,39.7
0,1,NA,2,55.16,47.49,44.82,55.74
0,1,2,2,45.96,30.26,31.56,45.95
0,0,2,2,42.7,45.11,44.35,52.03
0,0,2,2,54.42,42.73,42.09,39.27
0,0,5,3,69.21,62.11,55.22,70.58
0,0,4,3,63.21,60.09,57.47,70.58
0,0,5,5,44.38,35.58,36.2,32.75
0,0,NA,2,54.68,57.9,58.35,60.43
0,0,3,5,31.14,43.35,34.89,53.01
0,0,2,2,30.44,37.62,30.66,36.97
0,0,2,2,31.13,38.69,42.79,37.48
0,1,2,1,41.42,44.51,43.35,54.19
0,1,4,4,60.02,46.4,49.48,48.21
0,0,2,2,47.51,54.59,54.56,58.65
0,1,2,2,37.18,35.48,35.15,29.47
0,0,NA,2,50.82,49.18,52.76,45.27
0,0,2,2,59.02,57.14,52.65,54.19
0,1,NA,2,50.07,38.39,41.03,37.48
0,0,3,5,37.79,36.08,34.95,39.88
0,1,3,3,46.12,30.25,30.71,28.08
0,1,3,1,47.87,45.25,45.17,47.11
0,0,5,2,64.45,63.87,63.55,63.13
0,1,2,2,52.29,51.64,56.5,50.24
0,0,3,2,47.3,42.33,45.33,33.89
0,0,NA,NA,50.73,56.99,52.4,63.14
0,0,2,2,61.48,40.88,47.58,38.61
0,1,4,2,68.84,66.49,63.12,70.58
0,0,2,1,36.45,41.87,43.04,45.76
0,1,4,2,66.47,61.98,58.13,70.58
0,1,1,2,46.63,43.9,42.66,46.3
0,1,1,1,50.16,48.99,40.71,52.36
0,1,2,2,45.3,39.67,44.17,40.84
0,1,NA,1,62.54,48.81,48.36,48.21
0,1,1,3,40.91,38.84,40.26,40.65
0,0,5,2,NA,33.13,39.08,28.99
0,1,5,2,36.8,37.02,37.43,47.43
0,0,2,2,39.18,42.62,44.08,45.76
0,1,2,2,51.52,34.87,40.77,30.02
0,1,2,2,64.45,48.5,51.38,48.21
0,0,3,3,46.03,36.72,39.26,38.61
0,0,2,2,40.96,49.03,50.36,57.94
0,1,2,1,49.95,37.2,36.86,49.69
0,1,2,2,29.16,34.48,32.48,38.15
0,1,3,2,70.29,64.2,61.61,62.73
0,0,2,2,46.64,48.38,53.25,50.06
0,1,4,2,44.6,56.87,49.92,55.73
0,1,2,2,64.12,53.59,52.75,58.58
0,0,3,4,34.47,28.92,32.46,31.16
0,1,2,2,59.84,57.11,59.33,56.25
0,1,2,5,44.31,42.22,40.13,42.74
0,1,5,2,61.89,55.81,57.78,45.71
0,1,3,2,36.9,40.9,35.22,33.96
0,0,2,1,54.6,54.29,52.02,49.28
0,0,2,2,62.23,52.31,47.4,50.48
0,0,5,4,57.74,56.14,56.42,63.14
0,1,1,2,49.65,35.04,31.38,50.24
0,0,5,2,58.33,63.96,61.64,70.58
0,0,5,2,66.62,63.48,62.95,56.34
0,0,3,2,61.89,69.03,69.72,56.25
0,1,5,3,42.61,43.95,46.94,47.91
0,0,4,3,59.58,57.15,61.31,49.69
0,0,3,5,59.63,61.45,62.15,53.56
0,0,2,3,54.28,48.92,43.46,56.25
0,0,2,1,52.87,58.54,57.32,54.44
0,1,NA,3,58.39,54.24,52.18,54.37
0,0,4,2,63.78,46.19,46.82,54.44
0,1,NA,NA,46.96,46.36,38.99,51.97
0,0,5,4,46.32,58.09,58.25,49.87
0,1,2,3,62.26,55.86,59.46,63.14
0,0,5,4,58.65,58.1,55.17,63.14
0,0,3,3,47.19,58.65,60.11,49.69
0,1,1,2,51.1,53.49,48.45,53.01
0,1,5,4,55.43,49.51,44.07,53.01
0,0,2,2,37.82,42.33,42.79,43.65
0,0,2,2,51.02,54.77,57.08,47.21
0,1,5,2,30.65,35.26,45.44,29.29
0,0,4,2,59.33,61.01,57.68,60.43
0,0,1,1,52.32,37.63,39.28,42.72
0,1,NA,2,50.11,48.66,44.46,49.87
0,0,5,2,50.74,56.52,56.16,59.03
0,1,1,1,46.01,47.06,38.65,56.54
0,0,4,3,56.35,44.25,42.18,41.03
0,0,3,4,64.42,68.95,68.78,62.55
0,1,4,2,43.66,46.93,49.2,58.65
0,0,2,2,63.82,60.89,62.04,63.14
0,1,5,2,40.26,42.42,44.07,39.57
0,1,2,2,58.99,35.13,44.42,32.51
0,0,1,2,42.79,32.94,33.18,28.97
0,1,5,2,52.13,54.8,54.22,63.14
0,0,2,2,55.87,46.4,48.86,44.4
0,1,2,2,56.95,48.05,52.43,47.91
0,0,1,1,47.62,40.75,39.09,41.15
0,1,2,4,66.74,57.33,57.61,52.91
0,1,5,4,54.92,52.62,57.99,53.17
0,1,1,2,62.42,52.4,49.2,46.7
0,0,5,3,56.58,59.19,56.99,57.94
0,0,2,2,38.31,35.32,35.71,44.4
0,0,4,2,42.08,47.34,44.98,49.87
0,0,2,2,51.77,57.6,55.52,51.66
0,1,2,2,49.47,49.21,41.82,47.15
0,1,2,2,54.25,56.51,54.81,49.69
0,1,4,5,61.97,60.76,57.03,54.19
0,0,NA,2,66.1,65.27,66.18,56.25
0,0,2,4,62.54,62.1,63.93,54.14
0,1,5,4,53.21,51.81,48.83,50.72
0,0,2,2,42.23,36.29,42.33,32.61
0,0,2,2,37.81,55.05,54.96,50.85
0,0,4,2,59.68,46.9,49.63,49.28
0,1,2,2,55.29,47.7,48.63,46.3
0,1,3,2,51.08,52,51.16,54.44
0,0,2,1,49.22,46.75,48.73,31.16
0,1,3,2,53.5,54.27,54.53,49.98
0,1,2,4,48.05,35.3,40.05,29.31
0,0,3,2,35.75,52.94,48.59,56.25
0,0,4,5,50.38,56.12,56.69,52.03
0,1,2,2,58.92,58.85,51.77,58.65
0,1,2,1,61.25,59.63,59.71,58.65
0,0,NA,2,48.83,61.18,63.71,43.49
0,1,2,2,50.93,46.1,44.12,46.71
0,1,2,2,54.67,61.14,60.5,56.25
0,1,2,2,44.39,49.85,48.75,50.24
0,1,2,1,52.29,49.02,43.11,52.91
0,0,2,4,63.09,66.69,64.26,70.58
0,0,4,2,61.35,58.22,59.13,56.25
0,1,1,2,52.41,47.77,48.82,45.56
0,0,2,2,56.04,57.19,52.5,58.65
0,1,2,3,67.2,59.32,58.02,54.19
0,1,1,4,50.29,70.26,67.3,63.14
0,1,3,2,61.43,49.86,54.57,43.05
0,1,5,4,55.59,67.06,69.82,53.01
0,0,4,2,66.09,65.75,68.79,50.24
0,0,3,3,52.42,61.93,65.55,64.67
0,1,3,2,47.77,54.54,51.93,50.73
0,1,NA,2,51.21,37.46,32.71,45.76
0,1,2,2,64.67,60.67,61.67,58.65
0,1,4,5,46.87,49.44,50.51,59.16
0,1,4,3,60.55,47.14,47.18,49.69
0,0,NA,4,46.35,58.26,60.86,65.82
0,0,2,3,56.73,44.95,51.62,38.15
0,1,3,3,49.65,38.72,39.15,48.95
0,1,2,1,48.27,43.24,43.81,46.52
0,0,2,2,50.99,59.66,62.09,58.65
0,0,4,1,39.38,34.36,41.37,35.26
0,0,4,2,43.09,51.82,52.98,56.25
0,0,1,2,41.38,42.85,40.35,42.43
0,0,1,4,40.7,53.26,55.35,47.91
0,0,2,2,47.64,41.98,43.59,56.54
0,0,3,1,41.24,40.63,41.7,43.49
0,0,2,2,53.46,67.28,70.71,63.13
0,1,3,2,54.21,34.43,30.55,28.8
0,1,1,1,36.54,37.11,39.52,41.56
0,1,NA,1,55.43,47.76,47.87,36.11
0,0,NA,2,59.08,64.73,59.06,53.17
0,0,5,4,57.44,51.48,58.17,54.19
0,1,5,4,63.06,51.39,46.9,53.01
0,0,2,2,50.8,52.54,56.58,47.17
0,1,2,2,51.64,45.41,43.75,47.73
0,0,2,3,37.73,38.75,38.45,46.3
0,1,NA,2,51.36,47.63,43.9,58.21
0,1,NA,3,40.65,46.99,46.69,58.58
0,0,NA,2,37.16,35.45,35.45,43.46
0,0,5,2,37.17,31.89,33.02,41.15
0,0,2,3,51.56,38.49,44.31,41.05
0,1,2,3,49.73,43.36,41.57,45.76
0,1,5,4,55.18,48.33,47.15,50.94
0,0,2,2,49.33,63.76,67.25,52.22
0,1,3,3,59.94,61.52,56.16,70.58
0,0,5,4,50.53,55.43,58.21,59.62
1,0,1,2,36.61,34.73,31.57,44.32
1,1,NA,2,55.64,50.82,52.71,51.66
1,1,2,2,61.2,47.54,48.73,53.01
1,0,2,2,37.98,43.12,45.82,47.15
1,1,2,3,54.34,38.59,37.44,42.09
1,0,2,2,57.06,51.51,55.7,35.6
1,1,NA,2,72.44,69.11,64.73,70.58
1,1,2,2,50.05,43.44,43.59,47.71
1,1,2,2,48.88,63.48,66.79,58.65
1,1,2,2,47.49,50.29,51.21,53.01
1,1,2,2,50.69,58.09,58.17,58.65
1,0,2,2,48.42,62.23,63.84,56.19
1,1,2,2,58.85,40.48,37.53,47.91
1,0,1,1,52.95,41.11,42.42,43.69
1,0,2,2,28.71,35.05,36.56,36.47
1,1,NA,2,46.05,51.56,51.97,58.21
1,0,2,2,34.98,34.92,36.5,30.96
1,1,4,4,41.02,44.67,48.32,29.16
1,0,2,2,45.5,55.14,57.63,46.7
1,0,4,4,61.79,62.48,62.51,58.65
1,1,2,2,47.19,55.24,53.33,49.69
1,0,2,2,45.63,47.78,51.4,50.06
1,1,2,2,32.42,42.21,46.62,42.72
1,1,2,2,43.07,49.98,48.94,42.09
1,1,2,2,51.04,46.78,45.9,43.46
1,1,2,3,45.1,44.61,40.67,41.71
1,0,4,4,46.57,38.82,42.68,41.05
1,1,2,3,45.61,58.96,59.98,53.01
1,0,4,2,62.83,61.97,62.87,57.94
1,0,2,2,58.43,62.58,66.73,54
1,1,2,2,29.8,42.73,37.54,56.25
1,1,5,2,41.25,39.58,44.77,41.15
1,0,2,2,56.88,55.92,57.98,50.73
1,1,4,2,42.94,50.99,50.38,40.61
1,0,NA,3,45.09,40.97,41.38,45.19
1,0,2,2,58.76,47.1,49.3,40.7
1,0,3,2,56.33,55.02,62.91,50.48
1,1,2,2,59.76,58.78,53,58.65
1,0,NA,5,48.8,43.8,39.91,42.32
1,1,NA,1,40.71,49.07,44.74,55.73
1,1,1,1,59.36,49.66,53,45.07
1,0,2,3,60.64,60.63,57.46,55.31
1,1,2,2,56.95,53.31,51.04,44.37
1,1,4,5,70.96,73.06,77.87,63.14
1,0,2,2,54.78,52.19,50.83,56.19
1,0,1,1,41.17,45.22,41.05,57.94
1,0,2,2,33.49,52.4,52.24,56.25
1,1,2,2,58.43,42.22,43.99,48.21
1,1,2,2,42.36,44.97,47.81,39.71
1,0,1,1,35.77,27.46,29.15,34.82
1,1,4,2,59.86,50.34,53.55,64.67
1,1,4,2,67.51,55.65,55.71,64.67
1,0,3,2,59.95,54.99,53.06,54
1,1,2,4,38.86,47.24,47.31,46.3
1,0,2,4,33.67,30.45,29.98,44.32
1,0,4,5,72.32,74.65,76.91,70.58
1,1,2,5,57.72,61.19,58.7,65.73
1,0,NA,2,62.93,71.29,65.41,70.58
1,1,1,2,59.72,59.18,58.58,58.65
1,0,4,2,30.44,51.11,53.37,48.17
1,1,1,4,50.6,55.05,57.42,47.91
1,1,4,4,60.89,62.32,62.6,55.73
1,1,2,2,48.99,49.9,46.59,56.25
1,0,3,1,44.72,53.83,53.85,45.76
1,1,2,1,53.24,49.74,42.11,50.07
1,0,2,2,38.57,41.65,44.35,42.74
1,0,2,2,32.38,34.22,31.38,34.63
1,1,2,1,40.72,37.94,32.98,46.7
1,0,2,5,38.33,44.79,41.55,39.89
1,0,1,1,39.46,43.27,44.23,36.47
1,0,2,2,42.45,51.62,54.13,47.85
1,0,2,5,52.77,64.14,64.44,57.94
1,0,4,2,40.37,50.39,50.32,51.97
1,0,NA,2,40.25,42.32,39.4,47.91
1,0,NA,2,46.4,54.92,55.64,48.48
1,1,1,1,58.81,58.45,57.17,53.01
1,1,1,2,43.44,35.85,34.77,45.76
1,0,2,4,34.34,46.35,46.82,47.91
1,1,1,1,41.49,42.8,43.45,47.29
1,1,5,2,52.81,59.8,59.38,60.43
1,1,5,3,68.26,67.85,69.34,64.67
1,0,NA,2,50.65,51.69,47.52,52.85
1,1,3,2,39.55,46.69,42.51,44.32
1,0,NA,3,NA,NA,NA,NA
1,1,2,2,56.73,65.66,68.75,55.73
1,0,2,2,40.92,34.49,33.45,44.7
1,1,3,3,55.3,57.12,58.17,47.91
1,0,NA,1,57.16,68.82,65.39,64.67
1,0,2,2,40.98,35.33,32.69,46.4
1,0,2,2,36.07,34.28,36.24,42.01
1,1,1,1,42.62,52.84,54.12,54.19
1,1,1,2,48.3,52.74,51.3,63.14
1,0,3,3,44.59,58.55,60.73,50.48
1,1,5,4,43.79,51.38,53.04,37.94
1,1,2,2,37.27,52.1,52.32,58.65
1,0,2,2,47.2,49.66,46.62,50.24
1,1,3,2,44.82,50,49.43,52.91
1,0,NA,3,51.97,48.61,51.03,40.6
1,1,NA,NA,45.84,48.33,51.09,50.24
1,0,2,1,42.36,38.1,37.75,54.44
1,0,2,2,54.6,55.52,57.83,42.67
1,1,2,2,39.94,47.92,43.6,56.54
1,1,NA,NA,41.04,41.73,41.52,33.77
1,1,2,NA,39.73,28.65,30.55,29.29
1,0,3,2,42.68,41.05,42.26,45.76
1,1,2,1,46.33,40.99,39.98,50.37
1,0,2,2,61.93,62.05,64.69,54.19
1,1,NA,1,42.32,49.67,47.73,46.71
1,1,4,1,47.01,37.34,40.08,32.32
1,1,NA,1,39.14,42.52,45.32,40.42
1,1,1,1,58.59,59.2,58.28,57.94
1,1,2,1,49,51.72,54.12,48.21
1,0,2,2,36.03,39.49,43.31,34.66
1,0,2,2,48.95,48.2,51.83,47.71
1,1,2,2,46.4,32.25,33.84,36.47
1,0,3,2,39.16,39.12,38.82,39.7
1,0,2,2,35.37,43.44,47.11,41.04
1,0,2,2,42.04,42.29,43.56,46.4
1,1,2,2,55.12,34.92,38.35,37.48
1,0,3,1,60.2,53.28,59.9,58.21
1,0,1,1,51.02,51.57,49.54,63.14
1,0,2,3,36.18,32.93,32.69,41.15
1,0,1,2,38.71,39.99,39.23,49.25
1,0,5,2,53.63,49.1,47.49,58.65
1,1,1,1,34.39,39.91,38.97,48.21
1,1,3,4,45.46,43.14,38.2,53.01
1,0,5,2,47.18,55.68,56.52,56.87
1,0,2,3,50.02,65.75,66.75,58.21
1,0,5,4,69.38,71.99,75.15,63.13
1,1,2,5,58.14,51.81,49.81,50.24
1,0,2,2,54.89,50.65,49.91,50.06
1,0,2,2,33.05,40.07,34.28,44.58
1,0,2,NA,36.9,36.75,34.59,41.87
1,0,2,2,42.34,63.92,59.84,70.58
1,1,NA,2,44.39,46.57,48.64,45.95
1,1,2,2,60.03,55.96,53.25,58.65
1,1,4,4,63.13,59.18,55.64,65.73
1,1,1,2,54.75,55.95,53.65,50.24
1,0,4,3,40.74,35.26,32.01,34.46
1,0,5,3,64.97,77.05,76.3,70.58
1,1,2,2,55.08,52.54,51.81,50.24
1,1,2,2,43.67,37.31,41.14,41.17
1,1,2,2,47.19,54.33,49.52,45.81
1,0,2,2,48.64,46.55,47.96,40.91
1,1,1,1,38.61,35.43,36.01,29.16
1,0,3,5,36.86,55.79,54.4,53.01
1,0,2,2,44.24,56.7,57.27,50.24
1,0,2,2,45.47,44.49,44.45,36.79
1,0,2,2,46.42,49.3,50.74,43.42
1,1,4,5,65.55,71.12,69.51,53.17
1,0,2,1,56.24,54.85,52.95,52.36
1,0,4,5,63.51,64.91,61.48,70.58
1,1,2,1,52.21,33.59,36.14,44.63
1,1,3,1,44.11,40.04,43.06,39.51
1,1,2,2,41.5,48.45,43.67,51.07
1,1,NA,NA,30.5,41.92,36.72,48.48
1,0,2,2,45.33,37.28,40.11,43.68
1,1,1,1,53.99,43.85,46.45,39.7
1,0,2,2,39.58,40.65,46.89,46.3
1,1,2,2,57.36,61.2,54.13,70.58
1,1,5,3,58.37,44.89,44.79,54.19
1,1,1,2,42.21,50.93,49.59,55.73
1,1,2,2,55.25,64.95,61.68,55.88
1,1,2,2,43.7,47.21,48.81,47.29
1,0,5,4,67.73,68.81,67.1,70.58
1,0,4,2,60.75,64.82,68.74,63.13
1,1,1,1,41.17,43.02,42.21,49.69
1,1,4,2,58.53,60.09,55.06,55.74
1,0,1,2,64.76,50.6,48.43,48.21
1,0,NA,1,55.45,55.18,53.57,54.19
1,1,NA,5,46.99,44.51,44.48,41.15
1,1,3,1,37.9,38.79,37.85,42.09
1,0,2,3,56.54,53.67,50.25,63.13
1,0,1,2,38.92,54.35,48.59,63.14
1,1,3,2,42.43,37.83,35.15,45.56
1,0,1,2,NA,NA,NA,NA
1,0,2,3,42.6,46.56,49.07,53.56
1,1,4,4,61.16,60.2,56.16,70.58
1,0,2,2,35.96,39.54,36.88,47.91
1,0,4,2,49.49,51.58,53.94,52.91
1,1,3,2,44.22,32.37,29.52,33.52
1,1,2,2,42.07,36.44,35.15,40.42
1,0,2,3,43.55,53.23,55.36,47.91
1,1,2,2,32.39,37.88,38.53,36.1
1,0,1,2,48.92,53.57,56.71,50.24
1,1,2,2,42.89,42.54,45.57,33.43
1,1,2,2,48.83,49.54,53.66,53.01
1,0,2,2,44.82,47.1,47.16,36.11
1,0,2,2,64.89,71.13,71.99,63.14
1,1,3,2,46.56,39.89,42.02,43.68
1,0,2,1,39.08,33.89,35.02,30.27
1,1,2,2,60.65,54.22,57.53,47.29
1,0,4,4,65.18,74.38,79.97,58.21
1,0,1,1,33.7,33.85,30.22,41.17
1,1,2,2,59.54,58.24,59.59,53.01
1,1,2,2,60.44,53.07,52.57,47.43
1,0,2,2,50.51,39.47,34.18,49.02
1,0,2,2,50.8,55.75,58.09,49.69
1,1,1,3,39.37,40.09,40.88,49.25
1,1,2,2,31.35,54.48,49.68,70.58
1,1,2,4,56.31,52.16,51.19,50.24
1,1,4,1,47.68,52.39,48.53,52.91
1,0,2,2,60.26,57.96,57.7,54.19
1,1,2,2,52.47,53.39,46.63,59.62
1,1,5,4,65.28,58.02,55.76,54.19
1,0,2,2,43.02,42.98,39.33,37.98
1,1,2,2,38.65,37.12,31.36,44.32
1,0,2,1,32.34,43.21,52.53,41.15
1,0,2,2,42.98,46.77,39.56,50.24
1,0,2,2,46.12,54.82,51.84,63.14
1,0,2,2,36.32,46.81,44.19,54.19
1,0,3,2,46.1,45.79,43.22,42.07
1,1,2,2,45.22,40.82,40.67,35.16
1,0,3,2,46.21,51.05,51.03,44.36
1,1,2,2,52.96,50.57,53.66,43.02
1,1,2,2,53.15,44.14,45.29,32.79
1,0,2,2,49.87,65.68,67.33,58.65
1,0,2,2,40.5,41.41,44.62,47.91
1,1,2,2,45.8,45.32,53.16,44.2
1,1,4,4,54,53.05,56.18,64.67
1,0,2,2,49.62,59.85,62.97,57.94
1,1,2,2,44.05,45.16,41.55,56.19
1,0,1,1,55.67,52.39,49.71,50.94
1,0,4,2,50.67,45.97,44.56,44.93
1,0,NA,2,46.79,46.01,45.19,48.21
1,1,2,2,47.56,48,47.85,46.71
1,1,2,2,55.86,57.85,59.77,40.42
1,0,2,1,51.47,52.59,51.63,54.37
1,1,3,4,53.43,50.31,50.81,48.95
1,0,2,2,42.33,59.15,58.34,60.43
1,1,3,2,65.08,54.09,49.57,62.73
1,1,4,2,60.76,56.53,55.43,45.33
1,1,2,5,46.75,45.59,47.17,49.98
1,1,NA,2,67.98,75.74,75.67,70.58
1,0,2,1,36.98,53.15,46.08,48.34
1,1,2,2,62.09,66.09,63.44,56.19
1,0,2,2,59.27,65.12,62.72,70.58
1,0,2,3,56.07,58.31,54.74,52.91
1,0,2,2,43.48,55.78,58.13,56.19
1,0,2,2,45.67,39.58,42.83,31.09
1,0,2,2,60.21,66.25,64.28,59.03
1,0,1,2,46.57,56.51,60.27,49.87
1,0,2,2,51.18,43.22,42.81,48.17
1,0,NA,1,32.64,54.22,56.42,48.17
1,0,2,2,38.84,57.72,60.36,63.14
1,0,1,1,49.87,50.46,49.68,56.19
1,1,2,2,40.04,39.45,39.11,47.17
1,1,NA,1,31.54,39.01,40.77,33.77
1,1,5,5,47,58.46,51.66,62.73
1,1,1,1,45.68,50.95,46.86,45.64
1,0,NA,1,52.57,37.02,40.44,32.32
1,1,2,2,55.21,47.27,42.96,52.22
1,1,3,2,46.46,48.16,39.79,42.27
1,1,NA,2,45.56,40.7,37.71,38.23
1,1,4,2,56.17,59.05,56.32,70.58
1,0,1,1,45.71,52.39,53.16,41.15
1,0,4,4,64.56,71.33,73.15,63.13
1,0,2,2,64.25,61.47,62.62,70.58
1,0,2,2,35.88,51.02,55.99,49.25
1,0,2,2,44.8,36.96,38.29,48.95
1,0,5,3,46.58,62.63,62.17,52.85
1,1,2,2,37.84,40.62,40.94,38.26
1,0,2,2,42.85,50.54,50.77,53.01
1,0,4,2,61.98,59.19,59.1,51.97
1,1,2,2,69.18,59.55,51.96,70.58
1,0,3,5,48.18,57.29,55.2,56.25
1,1,4,4,57.97,63.84,65.42,60.43
1,0,1,1,46.64,46.96,46.63,54
1,1,2,2,61.3,62.83,60.29,58.58
1,0,2,4,61.79,70.21,66.91,70.58
1,0,2,2,53.79,52.43,53.67,58.65
1,0,1,2,46.96,54.93,49.63,56.25
1,1,2,2,53,47.35,52.5,34.46
1,1,2,2,73.22,64.54,59.92,70.58
1,0,2,2,58.82,53.58,57.35,41.05
1,1,3,2,52.98,55.08,47.36,58.65
1,1,3,1,42.61,37.78,39.27,38.23
1,1,1,2,64.78,56.17,51.98,65.73
1,1,5,2,34.46,36.63,37.4,34.22
1,0,2,5,53.16,62.44,60.59,56.54
1,0,2,2,44.92,40.84,42.16,44.32
1,0,2,2,59.17,60.54,57.89,70.58
1,1,2,2,55.33,58.15,59.13,60.15
1,0,2,2,63.77,71.06,71.63,64.67
1,1,NA,2,55.95,50.13,50.6,44.93
1,0,2,3,44.29,45.76,49.29,47.11
1,1,3,2,60.09,61.76,59.18,54
1,0,3,2,40.73,44.47,46.4,35.26
1,1,5,5,33.52,50.43,50.37,45.76
1,0,1,2,33.39,46.29,54.84,39.7
1,1,5,1,46.96,39.44,41.86,37.94
1,1,4,4,49.23,48.05,51.5,43.49
1,1,2,2,46.33,48.9,52.73,54.19
1,1,1,4,40.36,44.87,48.56,47.17
1,1,3,2,52.11,50.56,50.85,38.72
1,0,5,2,59.2,75.5,78.73,58.65
1,1,2,2,47,50.11,48.24,55.73
1,0,2,2,40.06,43.68,43.55,37.03
1,1,2,2,37.08,48.87,50.94,46.3
1,0,2,3,46.84,48.39,52.47,50.24
1,1,2,2,38.76,46.4,47.81,50.24
1,1,2,2,58.48,46.91,42.57,38.61
1,1,2,2,54.52,57.2,55.89,60.43
1,1,NA,NA,47.98,56.23,59.6,50.94
1,1,2,2,64.2,60.43,58.94,56.54
1,0,2,3,44.35,53.98,53.4,56.25
1,1,4,3,50.74,55.48,58.69,47.17
1,0,5,NA,61.89,66.16,64.75,63.14
1,1,3,2,41.84,45.76,45.46,45.76
1,1,3,2,49.97,37.69,34.3,45.76
1,1,2,2,35.62,50.97,50.31,45.59
1,1,2,1,44.43,55.3,53.88,58.21
1,0,2,1,40.18,36.76,35,43.56
1,0,NA,3,38.6,31.24,38.13,36.47
1,0,2,2,35.26,43.1,52.96,34.34
1,1,3,NA,38.24,33.19,26.7,48.21
1,1,2,1,50.33,46.86,49.69,50.06
1,0,NA,1,45.31,52.22,50.6,50.24
1,0,2,1,58.41,44.12,41.61,47.91
1,0,2,2,43.68,32.84,30.15,50.24
1,1,5,4,59.66,63.91,62.36,59.62
1,1,2,2,55.37,44.89,41.21,42.72
1,1,3,2,43.38,39.43,37.81,45.4
1,0,2,2,29.97,36.52,36.32,33.52
1,0,2,4,72.94,76.83,76.6,70.58
1,0,2,3,41.99,30.52,31.6,38.23
1,1,NA,1,32.54,39.31,36.71,42.43
1,0,2,2,53.79,58.79,59.9,39.89
1,1,2,1,39.92,41.65,43.71,42.65
1,0,2,2,46.93,46.26,50.33,56.34
1,0,2,2,35.13,31.01,31.86,32.21
1,0,1,4,36.89,49.54,51.02,58.65
1,1,1,1,40.47,50.49,51.64,50.06
1,1,NA,2,52.85,45.22,40.88,60.43
1,0,NA,NA,38.32,37.33,38.54,42.4
1,0,2,2,55.63,64.97,65.27,64.67
1,0,2,3,63,64.47,67,53.01
1,0,2,2,42.11,46.4,50.55,42.03
1,0,1,2,47.39,39.74,34.26,41.71
1,1,2,2,54.36,62.62,66.43,49.69
1,1,2,1,39.52,46.91,46.12,36.92
1,0,2,2,49.07,67.44,69.29,70.58
1,1,5,1,33.67,39.45,38.7,46.62
1,1,2,1,54.98,48.33,45.51,54
1,0,2,2,37.71,45.96,50,40.42
1,0,2,2,53.37,45.97,46.56,40.62
1,1,2,1,41.9,42.19,42.49,38.6
1,0,2,2,45.91,47.05,51.11,32.79
1,0,2,3,48.72,41.88,40.59,46.71
1,1,2,2,53.73,56.45,56.74,53.01
1,1,1,1,42.14,38.24,36.72,47.29
1,1,5,5,40.43,34.18,32.25,40.94
1,0,2,2,47.13,46.79,45.13,52.91
1,0,1,3,51.07,55.59,56.75,58.65
1,0,1,1,58.98,54.67,52.4,51.97
1,1,1,1,59.23,50.28,50.62,43.05
1,1,2,2,43.35,37.49,37.59,42.67
1,0,1,1,41.77,42.84,44.12,49.25
1,1,NA,4,52.25,45.7,53.56,41.71
1,1,NA,1,51.89,44.3,49.65,42.65
1,0,2,2,54.13,49.45,48.08,52.91
1,1,NA,NA,47.8,44.2,40.65,50.24
1,0,2,4,45.47,47.73,44.11,55.73
1,1,NA,NA,35.21,36.79,32.3,48
1,1,5,1,42.27,40.05,38.22,40.61
1,1,NA,2,49.9,49.58,52.52,45.71
1,1,2,5,56.44,47.17,46.41,48.15
1,0,NA,3,45.44,39.04,39.48,44.32
1,1,NA,2,44.57,44.26,41.55,30.18
1,0,1,1,47.44,40.73,38.21,44.2
1,0,2,2,44.69,53.63,50.22,56.19
1,0,2,2,47.3,41.85,47.18,41.17
1,1,NA,1,50.37,52.32,53.2,54.19
1,0,5,2,57.53,50.19,52.74,53.01
1,1,2,2,49.08,52.58,51.05,49.25
1,1,1,NA,41.51,37.33,36.34,42.65
1,0,NA,2,49.16,49.73,52.45,44.32
1,0,4,2,39.74,44.42,45.47,48.21
1,0,2,2,50.88,38.75,44.1,46.71
1,1,1,1,36.68,39.06,36.21,32.71
1,0,1,1,42.11,43.58,46.84,46.3
1,1,1,2,39.81,36.43,41.14,28.8
1,1,NA,NA,36.68,37.48,32.52,40.61
1,1,3,1,41.85,39.6,39.59,42.03
1,0,2,1,49.57,34.81,34.66,39.7
1,0,1,1,35.98,39.42,32.69,49.25
1,0,1,1,39.21,51.68,52.23,50.94
1,0,2,2,57.48,56.48,55.49,57.94
1,1,1,1,38.69,40.44,41.99,38.02
1,1,2,1,41.23,37.95,42.28,29.15
