STU_ID,SCH_ID,BYSEX,BYRACE,BYSTLANG,BYPARACE,BYPARLNG,BYFCOMP,BYPARED,BYMOTHED,BYFATHED,BYINCOME,BYSTEXP,BYPARASP,BYTXCSTD,BYTXMSTD,BYTXRSTD,BYSCTRL,BYURBAN,BYREGION,BY10FLP,BYS20A,BYS20B,BYS20C,BYS20D,BYS20E,BYS20F,BYS20G,BYS20H,BYS20I,BYS20J,BYS20K,BYS20L,BYS20M,BYS20N,BYS21A,BYS21B,BYS21C,BYS21D,BYS21E,BYS22A,BYS22B,BYS22C,BYS22D,BYS22E,BYS22F,BYS22G,BYS22H,BYS24A,BYS24B,BYS24C,BYS24D,BYS24E,BYS24F,BYS24G,BYS27A,BYS27B,BYS27C,BYS27D,BYS27E,BYS27F,BYS27G,BYS27H,BYS27I,BYS28,BYS34A,BYS34B,BYS35A,BYS35B,BYS36A,BYS36B,BYS37,BYS38A,BYS38B,BYS38C,BYS42,BYS43,BYS44A,BYS44B,BYS44C,BYS44D,BYS44E,BYS44H,BYS45A,BYS45B,BYS45C,BYS47A,BYS47B,BYS48A,BYS48B,BYS85A,BYS85B,BYS85C,BYS85D,BYS85F,BYS85G,BYS86A,BYS86B,BYS86C,BYS86D,BYS86I,BYS87A,BYS87B,BYS87C,BYS87D,BYS87E,BYS87F,BYS88A,BYS88B,BYS89A,BYS89B,BYS89C,BYS89D,BYS89E,BYS89F,BYS89G,BYS89H,BYS89I,BYS89J,BYS89K,BYS89L,BYS89M,BYS89N,BYS89O,BYS89P,BYS89Q,BYS89R,BYS89S,BYS89T,BYS89U,BYS89V,BYS90A,BYS90B,BYS90C,BYS90D,BYS90E,BYS90F,BYS90G,BYS90H,BYS90J,BYS90K,BYS90L,BYS90M,BYS90Q,BYS91
306208,3062,1,2,0,2,NA,2,2,1,2,5,5,5,42.01,46.45,38.59,1,2,4,5,2,3,2,2,2,3,2,3,3,3,2,2,2,3,2,3,3,2,2,2,1,1,1,1,1,1,1,5,2,2,3,1,1,1,3,3,3,1,3,3,2,3,1,2,1,2,1,1,0,1,3,3,2,4,0,2,4,4,1,3,1,3,3,3,3,3,2,6,5,4,1,4,1,1,1,1,1,1,3,1,3,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,3,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,3,NA
306210,3062,1,7,1,7,1,1,6,6,3,8,NA,3,47.03,50.07,44.38,1,2,4,5,2,3,1,2,2,2,3,4,4,4,2,2,4,3,2,3,3,3,2,1,2,1,1,1,1,1,1,2,1,4,2,1,1,1,3,3,3,2,1,4,3,3,2,2,1,1,1,0,1,0,2,2,1,3,0,0,4,1,1,1,3,1,5,2,4,5,3,2,4,3,3,2,1,3,3,2,2,2,2,2,3,3,3,3,2,3,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2,1,1,2,2,2,1
307207,3072,2,7,1,7,1,1,6,2,6,8,7,3,41.55,42.02,42.16,1,3,4,4,2,2,1,2,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,3,2,3,1,3,3,2,2,2,2,4,3,1,1,2,1,4,2,1,2,0,7,4,3,1,4,4,1,5,5,5,5,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308104,3081,2,5,1,4,1,1,5,2,5,11,NA,5,47.81,52.76,43.14,1,3,4,NA,3,2,2,2,2,3,3,4,4,4,3,2,2,2,2,3,2,3,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,3,2,1,2,1,2,2,2,1,2,3,7,7,1,5,1,3,1,4,2,0,NA,3,1,1,1,4,3,5,3,1,5,3,6,5,4,2,3,4,2,3,2,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308106,3081,1,4,0,5,2,4,1,1,1,1,1,2,28.27,33.29,26.02,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,1,1,1,4,4,NA,NA,NA,NA,1,1,7,7,NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308217,3082,2,7,1,7,1,2,5,5,2,10,7,5,59.76,60.96,57.32,1,3,4,3,3,2,2,2,3,2,3,4,4,4,4,3,4,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,4,1,3,3,3,3,2,2,6,5,4,5,4,6,4,2,1,2,0,2,3,3,1,4,3,2,3,4,2,4,2,2,6,4,2,4,4,4,4,2,2,2,3,1,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,1,3,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,1,3,2,2,2,1,2,1
308328,3083,1,6,1,NA,NA,6,6,6,6,12,6,6,64.53,66.44,60.77,1,3,4,6,2,2,1,1,2,2,3,4,3,4,2,2,3,4,3,2,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,2,2,3,2,1,1,0,1,1,4,1,1,1,10,0,4,1,1,3,4,3,5,3,3,5,3,6,4,2,2,4,1,1,4,2,2,2,2,2,1,3,2,3,3,1,1,4,4,4,3,4,4,2,3,3,4,3,3,4,3,4,4,4,4,4,3,4,4,3,3,2,3,2,2,3,2,3,1,2,3,2,2,1
309125,3091,2,7,1,7,1,5,7,5,7,8,7,7,52.59,50.01,54.85,1,1,3,1,2,3,1,1,3,3,4,3,4,3,1,1,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,3,1,4,2,1,1,1,2,2,3,2,2,2,2,2,1,3,2,2,0,1,0,0,4,1,1,1,3,5,3,4,3,4,4,1,1,4,1,3,4,2,6,4,3,4,4,4,4,2,3,3,3,1,2,2,3,2,1,1,2,4,4,4,3,2,2,3,3,3,3,4,3,4,3,3,3,3,3,4,4,3,4,3,3,3,2,3,2,3,2,3,3,3,3,3,2,2
309217,3092,1,3,1,3,1,5,2,1,2,6,5,3,27.85,29.67,28.85,1,1,3,5,3,3,1,2,2,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,3,3,3,1,3,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,3,4,2,1,1,2,3,2,1,3,5,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309226,3092,2,3,1,3,NA,5,5,5,5,9,6,7,56.69,52.02,60.52,1,1,3,5,2,2,2,2,2,2,2,3,3,3,2,3,3,4,2,3,2,2,2,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,2,3,1,2,3,1,2,1,2,1,1,2,2,NA,NA,4,2,1,2,0,10,2,1,1,1,4,1,4,4,4,5,2,6,6,4,3,3,4,4,4,3,3,2,3,2,3,2,3,1,1,3,2,3,2,2,2,3,2,3,3,3,3,3,2,2,2,2,3,4,2,2,2,2,2,3,3,3,3,3,1,3,2,3,1,2,3,1,3,1
310203,3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,50.03,52.05,48.02,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311109,3111,1,3,1,3,1,1,4,4,4,7,2,7,31.23,31.81,33.04,1,1,3,5,1,2,1,3,NA,1,1,3,4,3,2,4,4,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,3,1,1,2,NA,12,0,12,12,12,12,4,4,4,4,3,5,1,1,1,1,1,1,1,5,5,2,NA,6,6,3,NA,3,NA,3,2,1,NA,2,NA,2,3,1,NA,NA,NA,3,2,NA,2,NA,1,2,3,2,3,3,3,3,2,2,4,2,4,3,3,1,3,1,2,2,1,NA,2,NA,1,3,2,3,2,1,2,1,1,NA
311125,3111,1,4,0,5,2,1,1,1,1,6,3,7,47.43,55.26,39.94,1,1,3,5,2,2,2,2,2,2,1,3,3,4,2,2,4,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,2,3,2,1,1,0,2,1,4,2,1,2,5,1,4,1,1,1,1,4,2,4,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314216,3142,2,7,1,7,1,2,4,3,4,10,NA,5,50.21,49.98,50.42,1,2,3,4,2,1,1,2,2,1,1,4,4,4,4,4,4,4,2,3,1,2,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,2,3,1,2,3,1,1,1,3,1,3,1,3,1,3,4,2,1,2,0,1,4,3,1,3,4,1,5,2,2,5,4,2,4,4,4,3,4,2,3,2,3,2,3,3,2,2,2,2,2,2,2,3,4,4,2,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,2,3,3,2,3,2,3,1,2,3,3,3,1
314225,3142,2,7,1,7,1,5,6,3,6,8,2,5,35.54,35.7,37.23,1,2,3,4,4,2,2,1,4,3,4,2,4,3,2,1,1,1,3,4,2,2,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,4,3,2,2,1,3,3,3,1,2,0,0,0,0,6,0,3,1,2,2,0,0,4,1,1,4,4,1,3,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,NA,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,3,3,1,2,3,3,1,1
315108,3151,1,3,1,3,1,1,6,6,6,11,5,6,55.19,57.58,52.14,1,2,3,5,2,2,2,3,2,2,2,4,4,4,3,3,3,2,2,2,3,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,2,1,1,2,3,1,2,1,1,1,1,2,2,3,2,2,2,20,0,3,1,1,3,3,3,2,3,2,3,5,1,1,2,3,3,3,1,3,2,2,2,2,2,2,3,3,3,3,2,3,2,4,4,2,2,3,2,2,2,2,2,1,4,2,3,3,2,2,2,2,3,3,2,2,2,3,3,3,3,2,3,1,1,3,2,2,1
315109,3151,2,7,1,7,1,1,7,7,7,12,6,6,70.03,64.54,72.97,1,2,3,5,2,3,2,1,NA,3,2,2,3,3,1,1,NA,3,2,2,3,4,3,1,1,2,1,1,1,2,3,2,1,2,3,1,1,1,2,2,3,1,1,2,2,2,1,2,4,2,3,1,1,1,4,3,2,1,5,5,3,3,3,1,2,1,4,3,4,4,2,1,3,4,3,3,1,2,1,2,3,3,3,3,3,1,2,1,1,2,2,3,3,3,4,2,3,4,2,2,4,2,4,3,4,4,3,2,3,3,3,4,3,2,2,2,1,3,2,3,1,3,1,2,3,2,2,1
316219,3162,2,2,0,2,5,1,1,1,1,10,3,5,45.63,52.37,39.45,1,2,3,7,1,1,1,3,1,1,1,3,3,3,2,3,3,4,1,3,2,2,3,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,5,24,8,2,2,16,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2,1,2,4,4,3,3,4,4,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,3,3,2,3,3,3,1,3,3,2,3,2,2,1
317105,3171,1,7,1,7,1,1,7,7,6,11,5,5,61.68,62.21,59.66,1,2,3,4,3,3,2,2,2,2,3,3,3,2,3,2,3,3,2,3,2,2,2,1,3,2,1,1,1,2,1,4,2,3,1,1,1,1,2,2,2,NA,2,3,1,2,1,2,1,3,NA,NA,NA,NA,4,2,2,1,1,4,3,4,1,3,4,2,5,3,4,5,2,1,3,4,3,2,2,3,4,3,2,2,NA,1,NA,2,4,2,2,4,2,2,NA,2,3,3,3,3,4,4,3,2,2,2,3,3,2,3,2,2,4,3,2,2,1,1,2,1,1,2,1,1,1,2,3,3,3,1
317208,3172,1,7,1,7,1,1,2,2,2,8,5,6,41.37,46.74,37.11,1,2,3,1,2,3,1,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,1,4,1,3,2,2,1,1,2,3,3,1,2,3,1,2,1,2,4,6,2,9,0,0,4,2,1,1,0,0,4,1,1,3,1,3,2,1,1,3,2,6,6,1,2,4,3,1,3,1,1,1,1,1,3,3,3,3,3,3,1,3,2,2,2,3,2,4,1,4,1,NA,3,2,2,4,3,1,2,3,3,4,4,2,2,2,1,2,2,3,3,3,1,3,2,2,3,1
317209,3172,1,7,1,NA,NA,1,2,2,2,9,6,2,49.24,49.16,49.43,1,2,3,1,2,2,4,3,3,3,2,3,3,3,3,3,4,2,2,3,4,2,2,1,1,1,1,1,1,1,1,4,1,3,3,1,1,1,2,3,3,1,2,3,1,3,1,2,20,2,5,2,NA,NA,4,3,2,3,0,0,3,1,1,3,2,3,3,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
