id,population,source,level,d_middle,d_high,districtname,districtcode,schoolname,schoolcode,positioncode,grade,gender,d_female,race,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,punitive_1,positive_1,sel_1,punitive_2,positive_2,sel_2,punitive_3,positive_3,sel_3,punitive_4,positive_4,sel_4,punitive_5,positive_5,sel_5,i9rev,i14rev,i24rev,i27rev,ii1rev,ii4rev,ii7rev,ii10rev,ii13rev
22R_3gbHK72B2VQbP33,2,2,1,0,0,Brandywine,31,Mount Pleasant Elementary School,176,1,3,2,0,7,2,4,4,3,4,3,4,4,2,4,3,2,3,2,4,3,4,4,3,4,3,4,3,2,3,4,2,4,3,2,3,4,4,4,4,4,4,4,4,3,2,4,4,2,3,4,2,4,4,2,2,3,2,4,4,3,3,3,3,3,3,3,3,3
22R_2sYY6caU4VuT5hd,2,2,1,0,0,Brandywine,31,Mount Pleasant Elementary School,176,1,3,2,0,7,2,4,4,3,4,3,4,4,2,3,3,3,4,2,4,3,4,4,4,4,2,4,3,2,4,3,2,4,3,2,3,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,2,4,4,3,2,3,1,3,4,3,3,3,3,3,1,3,2,4
22R_2roSB6EoCOwxVcO,1,2,1,0,0,Woodbridge,35,Phillis Wheatley Elementary School,779,1,3,2,0,7,2,4,4,3,4,3,4,4,1,4,3,3,4,2,4,4,4,4,3,4,3,4,4,1,4,4,1,4,4,4,4,4,4,3,3,4,3,4,3,4,1,4,4,2,4,4,1,4,4,1,4,3,1,4,3,4,3,4,4,4,3,4,4,4
22R_2rD6UJhTZRp6pWt,3,2,1,0,0,Christina,33,Bancroft Elementary School,350,3,15,2,0,7,2,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,2,2,2,2
22R_1NmIY0T7FTl9dj5,2,2,1,0,0,Brandywine,31,Carrcroft Elementary School,112,1,4,2,0,7,2,4,4,3,4,3,4,3,3,4,3,4,4,2,4,3,4,3,3,4,3,4,3,2,3,4,3,4,3,3,3,4,3,4,2,4,3,4,3,4,1,4,3,3,4,3,1,4,4,3,4,4,1,4,4,2,3,3,2,4,2,4,2,4
22R_To8nJFYAJucp8Ih,2,2,1,0,0,Brandywine,31,Mount Pleasant Elementary School,176,1,15,2,0,7,2,4,4,3,4,3,4,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,4,2,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,2,2,3,2,3,3,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3
22R_3mfrP0FxOQGtEnD,2,2,1,0,0,Christina,33,Elbert Palmer Elementary School,356,1,15,2,0,7,2,4,4,3,4,3,4,3,3,4,3,3,3,2,4,3,4,2,3,3,3,4,3,2,3,3,2,4,3,3,3,3,3,3,2,3,3,3,3,3,2,4,4,2,4,3,2,4,3,2,4,3,1,4,4,2,3,3,3,3,3,3,3,4
22R_2dYHAouCOJF6HMm,2,2,1,0,0,Red Clay,32,Shortlidge (Evan G.) Academy,248,1,14,2,0,7,2,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2
22R_263E7OzI03KGZ6q,2,2,1,0,0,Laurel,16,Dunbar (Paul Laurence) Elementary School,753,1,1,2,0,7,2,4,4,3,4,3,4,3,3,3,3,3,3,2,3,3,3,2,3,4,3,4,3,2,4,4,3,4,2,3,3,2,3,3,3,4,3,4,3,4,2,3,4,2,3,3,2,3,4,3,4,2,2,4,4,2,3,3,2,3,3,3,2,3
22R_ebnpjffXdGzeCDr,3,2,1,0,0,Red Clay,32,Highlands Elementary School,244,1,3,2,0,7,2,4,4,3,4,3,4,3,3,3,2,3,3,3,4,3,4,3,3,4,3,4,3,3,4,4,3,4,3,1,2,3,3,3,3,4,3,3,3,3,2,4,3,2,4,2,2,4,3,2,4,2,1,3,3,2,2,2,2,3,3,3,3,4
22R_1IhCXxSlAJCsacO,2,2,1,0,0,Christina,33,Bancroft Elementary School,350,1,15,2,0,7,2,4,4,3,4,3,4,3,3,2,3,3,3,3,4,3,4,3,4,4,3,4,3,2,3,3,3,3,2,3,3,4,4,4,3,4,3,4,4,3,2,4,4,3,4,4,2,4,4,2,4,4,1,4,4,2,2,3,2,3,2,3,3,4
22R_2AKaZ9al4b8qA2F,2,2,1,0,0,Appoquinimink,29,Brick Mill Elementary School,21,1,2,2,0,7,2,4,4,3,4,3,4,3,2,4,3,4,4,1,4,3,4,4,4,4,4,4,3,2,3,4,2,4,3,3,3,4,3,4,3,4,3,4,3,4,1,4,4,2,4,4,1,4,4,2,4,4,1,3,4,3,4,3,3,4,3,4,3,4
22R_z6lM00q1BTZPs7n,2,2,1,0,0,Capital,13,North Dover Elementary School,635,1,3,2,0,7,2,4,4,3,4,3,4,3,2,4,3,4,3,2,4,3,3,4,3,4,3,4,3,2,4,4,2,4,3,3,3,4,3,4,3,4,4,4,3,4,2,4,4,2,4,4,2,4,4,2,4,3,1,4,3,3,3,3,3,3,3,3,3,4
22R_1rPVjisVghk9NS6,2,2,1,0,0,Colonial,34,Wilbur (Kathleen H.) Elementary,422,1,2,2,0,7,2,4,4,3,4,3,4,3,2,4,3,3,3,2,4,3,3,4,4,4,3,4,3,2,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_1mh1AZm7JlV8izd,1,2,1,0,0,Seaford,23,Blades Elementary School,761,1,14,2,0,7,2,4,4,3,4,3,4,3,2,3,4,3,4,2,4,3,4,4,4,4,3,4,3,1,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,3,3,2,4,3,2,4,3,2,3,3,3,3,4,3,3,3,3,3,3
22R_e9fP5JYe5GT87S5,2,2,1,0,0,Milford,18,Mispillion Elementary School,673,1,2,2,0,7,2,4,4,3,4,3,4,2,3,4,3,3,3,2,4,3,4,3,4,4,4,4,3,2,3,4,2,4,3,3,3,4,4,4,4,4,4,4,4,3,2,4,3,2,4,4,1,4,3,2,4,4,1,2,4,2,3,3,3,3,3,4,3,4
22R_a3pNIjSulYCQDhn,3,2,1,0,0,Brandywine,31,Harlan (David W. ) Elementary School,156,1,1,2,0,7,2,4,4,3,4,3,4,2,3,4,2,2,3,2,3,2,3,3,3,4,2,4,3,3,3,3,3,3,2,2,2,3,2,4,2,3,3,3,3,3,3,3,4,3,4,3,2,3,4,3,4,3,2,3,3,2,3,2,2,2,2,3,2,3
22R_O8vOZsjIfKtd4o9,3,2,1,0,0,Laurel,16,Dunbar (Paul Laurence) Elementary School,753,3,14,2,0,7,2,4,4,3,4,3,4,2,3,2,2,2,2,3,2,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,3,3,3
22R_3lQVzeEN1CFm30W,2,2,1,0,0,Red Clay,32,Richey Elementary School,260,1,14,2,0,7,2,4,4,3,4,3,4,2,2,4,4,4,4,2,4,3,4,3,4,3,4,4,3,2,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,2,4,3,2,3,3,2,4,3,1,3,3,3,3,3,3,3,3,3,3,4
22R_6KUw4WLkLmUY32Z,3,2,1,0,0,Brandywine,31,Mount Pleasant Elementary School,176,1,3,1,1,7,2,4,4,3,4,3,3,3,3,4,2,3,3,2,4,2,4,4,3,4,1,4,2,3,3,4,3,4,2,2,2,3,4,4,4,4,4,4,4,4,2,3,4,3,3,4,2,3,4,2,3,4,1,3,4,2,3,2,2,3,2,3,3,4
22R_C7HI7Om4gl7WXmh,2,2,1,0,0,Capital,13,Fairview Elementary School,638,1,1,2,0,7,2,4,4,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,4,2,3,2,2,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,3,1,3,3,3,2,3,2,3,2,3,2,4
22R_3g5YQJQzDHOs2GJ,3,2,1,0,0,Capital,13,South Dover Elementary School,634,1,3,2,0,7,2,4,4,3,4,3,3,2,3,3,3,3,3,2,4,3,4,2,3,4,2,3,3,3,3,3,3,4,3,3,3,4,2,3,2,3,2,3,2,4,2,3,3,3,3,3,2,3,4,3,3,3,2,3,3,2,3,2,2,3,2,3,2,3
22R_6LISHrGZ5ZyqRt7,2,2,1,0,0,Christina,33,Smith (Jennie E.) Elementary School,330,1,2,2,0,7,2,4,4,3,4,2,4,3,2,4,3,3,4,2,2,3,4,3,3,4,3,4,3,2,4,3,2,4,2,3,3,4,3,4,3,4,3,4,3,4,2,3,4,1,4,3,2,3,3,1,4,3,1,3,4,3,3,3,3,3,4,3,4,4
22R_3eYZUUt1JDqumml,2,2,1,0,0,Colonial,34,Wilbur (Kathleen H.) Elementary,422,1,2,2,0,7,2,4,4,3,4,2,4,3,2,3,3,3,3,2,3,3,4,4,3,3,3,4,3,2,3,4,2,4,3,3,3,3,4,4,4,4,4,4,4,4,2,3,3,2,3,3,2,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_2ydyUkGZQ94PZtQ,2,2,1,0,0,Capital,13,Towne Point Elementary School,642,3,4,1,1,7,2,4,4,3,4,2,3,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,4,3,4,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3
22R_PHugGfv5NfD5akF,1,2,1,0,0,Red Clay,32,Shortlidge (Evan G.) Academy,248,1,15,1,1,7,2,4,4,3,3,4,3,3,1,3,3,3,4,1,3,3,3,4,4,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,4,3,4,3,4,4,1,4,4,2,4,4,1,4,4,1,4,3,1,3,4,4,4,4,4,4,3,4,4,4
22R_2En92ctk1BnTeKU,3,2,1,0,0,Red Clay,32,Baltz (Austin D.) Elementary School,252,1,15,2,0,7,2,4,4,3,3,3,4,4,3,2,3,3,2,2,3,3,4,4,2,2,3,4,3,3,3,4,3,4,3,2,2,3,2,3,2,4,3,4,3,4,2,4,2,2,4,3,1,4,2,2,4,3,1,4,3,2,3,2,2,3,3,4,3,4
22R_BLKqn1tVZSD88Nz,2,2,1,0,0,Christina,33,Bancroft Elementary School,350,4,15,2,0,5,2,4,4,3,3,3,4,4,2,3,3,2,3,3,3,3,4,3,2,3,3,4,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3
22R_xz44YEyQrJfGA8h,2,2,1,0,0,Capital,13,Towne Point Elementary School,642,3,14,2,0,6,2,4,4,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,2,3,4,2,3,3,2,3,3,1,3,3,2,3,3,3,3,3,3,3,4
22R_3OdcDFAvCyGJjPk,2,2,1,0,0,Brandywine,31,Carrcroft Elementary School,112,1,1,2,0,7,2,4,4,3,3,3,4,3,2,4,4,4,3,3,4,3,3,3,3,3,3,4,3,2,3,3,2,4,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,4,3,1,4,3,2,4,3,1,3,3,3,2,3,3,3,3,4,3,4
22R_2Qfhb3mHiyhPn7i,1,2,1,0,0,Red Clay,32,Shortlidge (Evan G.) Academy,248,3,1,2,0,7,2,4,4,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,4,3,3,2,3,3,3
22R_2VPi33Yq1bYGMUr,1,2,1,0,0,Cape Henlopen,17,Rehoboth Elementary School,722,1,2,2,0,7,2,4,4,3,3,3,4,3,1,3,3,3,3,2,3,3,3,3,3,3,3,4,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,4,3,1,4,3,2,4,3,1,2,3,4,3,4,4,4,3,4,3,4
22R_9mMgSGstucGnOC1,3,2,1,0,0,Brandywine,31,Harlan (David W. ) Elementary School,156,1,3,2,0,7,2,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,2,3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,3,3
22R_2AEWgr3w3VYkiXD,2,2,1,0,0,Brandywine,31,Mount Pleasant Elementary School,176,1,15,2,0,7,2,4,4,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,2,4,3,2,3,4,2,4,4,2,3,3,2,3,4,2,2,3,2,3,3,3,3,3
22R_2Cjg5ZJZTlscvos,2,2,1,0,0,Woodbridge,35,Phillis Wheatley Elementary School,779,1,3,2,0,7,2,4,4,3,3,2,4,2,3,3,2,2,3,2,4,2,4,3,4,3,2,4,3,2,3,3,2,4,2,2,2,3,2,3,2,4,2,4,2,3,1,4,3,1,4,2,1,4,3,1,4,3,1,3,3,2,3,3,3,4,4,4,4,4
22R_3jZg6q52ZEccZIQ,2,2,1,0,0,Lake Forest,15,Lake Forest Central Elementary School,669,1,5,2,0,7,2,4,4,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3
22R_1CxAnUXFh9sMJZe,2,2,1,0,0,Christina,33,Brader (Henry M.) Elementary School,339,3,15,1,1,7,2,4,4,3,3,2,3,2,2,3,3,3,3,2,2,2,3,1,3,2,2,3,3,2,3,3,2,3,2,2,3,2,3,2,2,3,3,3,2,4,1,3,2,2,3,2,1,3,2,2,3,1,4,2,2,3,3,3,3,4,3,4,3,1
22R_2arcSBqN3UDn0Ru,3,2,1,0,0,Brandywine,31,Mount Pleasant Elementary School,176,1,1,2,0,7,2,4,4,2,3,3,4,2,3,4,3,3,2,3,4,3,4,4,2,4,2,4,3,3,3,4,3,4,3,2,3,4,3,3,3,4,3,4,3,4,2,3,3,2,2,3,1,4,4,2,2,3,1,3,4,2,2,2,2,3,3,4,3,4
22R_558029tf0RtRmsF,1,2,1,0,0,Capital,13,Towne Point Elementary School,642,4,14,2,0,3,2,4,3,4,4,4,4,3,2,4,3,4,4,2,4,4,4,3,4,4,4,4,4,1,4,4,1,4,3,3,3,4,3,4,3,4,4,4,4,4,1,4,4,1,3,4,1,4,4,1,3,4,1,4,4,3,3,4,4,4,4,4,4,4
22R_1F3O02JfO39GVtG,3,2,1,0,0,Christina,33,Bancroft Elementary School,350,3,15,2,0,7,2,4,3,4,4,3,4,3,3,3,2,2,2,2,3,2,4,3,3,3,2,4,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,3,4,1,2,4,1,3,4,1,1,3,1,2,3,2,2,3,2,3,2,4
22R_28D4EcEpnjuZQFR,2,2,1,0,0,Red Clay,32,Richardson Park Elementary School,254,3,15,2,0,7,2,4,3,4,4,3,4,3,2,3,3,3,3,2,4,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,4,3,4,3,4,2,3,3,2,4,3,2,3,3,2,4,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_3kh9YnFalkLxPgJ,2,2,1,0,0,Appoquinimink,29,Bunker Hill Elementary School,28,4,15,2,0,7,2,4,3,4,4,3,4,3,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,1,4,3,3,3,4,4,4,4,4,4,4,4,4,1,4,4,2,3,4,1,4,4,2,4,4,1,3,4,4,4,3,4,4,3,4,3,4
22R_3pnzWWPZPcUG2r7,2,2,1,0,0,Capital,13,South Dover Elementary School,634,4,15,2,0,7,2,4,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3,2,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,2,3,2,3
22R_2e2WnNSGORoZJFR,2,2,1,0,0,Capital,13,South Dover Elementary School,634,1,2,2,0,7,2,4,3,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,4,2,4,3,2,4,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3
22R_2495fLlxntj2Clj,2,2,1,0,0,Christina,33,Bancroft Elementary School,350,1,15,1,1,7,2,4,3,4,3,3,4,3,2,3,3,3,3,2,3,3,3,2,3,3,2,4,3,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,4,2,3,3,3,3,3,3,4,3,2,2,3,3,2,3,3,3,3,2,3,2,2,3,2
22R_TvVxySqzlh5wNrj,1,2,1,0,0,Appoquinimink,29,Old State Elementary School,32,1,5,2,0,7,2,4,3,3,4,4,4,2,2,4,3,3,3,2,4,3,3,4,3,4,4,4,4,1,3,4,2,4,3,3,3,3,2,4,3,4,2,4,2,3,1,4,2,1,1,3,2,3,4,1,3,3,1,2,3,3,3,4,3,4,4,3,4,4
22R_TwlQlNIcv6zH2a5,3,2,1,0,0,Colonial,34,Pleasantville Elementary School,418,3,15,2,0,7,2,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,4,3,3,3,4,2,4,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,2,2,3,2,3,3,3
22R_2CCyYbQ6DnRO2MV,1,2,1,0,0,Appoquinimink,29,Bunker Hill Elementary School,28,3,15,2,0,7,2,4,3,3,4,3,4,3,2,4,4,4,4,2,4,3,4,3,4,4,4,4,4,1,4,4,1,4,3,3,3,3,3,3,4,4,3,4,3,4,1,3,3,2,3,3,2,3,3,2,4,4,1,3,3,3,3,4,4,4,3,3,3,4
22R_uyxOvvIdHuEBptf,2,2,1,0,0,Christina,33,Bancroft Elementary School,350,4,15,2,0,3,2,4,3,3,4,3,4,3,2,3,3,3,3,2,4,3,4,3,3,3,3,4,3,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,2,4,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_SMOKpHDyf7FFD2h,2,2,1,0,0,Red Clay,32,Highlands Elementary School,244,1,3,2,0,7,2,4,3,3,4,3,4,3,2,3,2,3,3,2,4,2,3,3,3,3,2,4,3,2,3,3,2,4,2,2,2,3,2,3,2,4,2,4,3,3,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3
22R_1pDor62Vd0vEwQP,3,2,1,0,0,Christina,33,McVey (Joseph M.) Elementary School,326,1,4,2,0,7,2,4,3,3,4,3,4,2,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,4,3,2,3,2,2,3,3,2,2,2,2,3,3,3,3,3
22R_3saj0tbWjgBVfvo,4,2,1,0,0,Christina,33,Oberle (William) Elementary School,327,1,3,2,0,7,2,4,3,3,4,3,4,1,4,4,3,3,3,4,4,3,4,3,3,3,3,4,2,4,3,4,3,4,3,3,3,3,2,4,2,4,2,4,2,3,2,3,3,4,3,3,2,4,4,2,2,3,1,3,3,1,1,1,2,3,1,3,3,4
22R_2YkOZQKkkO2fzI6,2,2,1,0,0,Christina,33,Jones (Albert H.) Elementary School,314,3,15,2,0,7,2,4,3,3,4,3,3,3,2,3,3,3,4,2,4,3,3,3,3,4,4,3,4,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,2,4,4,2,3,3,2,4,3,1,1,3,3,3,3,3,3,3,3,3,4
22R_wRUAeBbjcs9ikx3,2,2,1,0,0,Christina,33,Brader (Henry M.) Elementary School,339,1,15,2,0,7,2,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,1,3,3,3,2,3,3,3,3,3,3,4
22R_1ewstz0mTFtbVMm,2,2,1,0,0,Cape Henlopen,17,Rehoboth Elementary School,722,1,5,2,0,7,2,4,3,3,4,2,4,3,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_12fYFLpYMYSwit0,2,2,1,0,0,Christina,33,Bancroft Elementary School,350,1,2,2,0,7,2,4,3,3,4,2,4,2,2,4,3,3,3,2,4,2,4,2,3,4,1,4,2,2,3,3,2,4,2,2,3,4,3,3,3,4,3,4,3,2,2,4,3,2,3,3,1,4,3,1,3,2,1,3,3,3,3,3,3,3,3,4,4,4
22R_3lJEwiCogQyRJMc,2,2,1,0,0,Red Clay,32,Highlands Elementary School,244,3,15,2,0,7,2,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,2,4,4,2,4,4,2,4,4,2,3,3,2,2,3,2,3,3,3,3,3
22R_2wFB496PYatWsgH,2,2,1,0,0,Colonial,34,Wilmington Manor Elementary School,420,1,14,2,0,7,2,4,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_uxGQq7ejiZYZYhb,2,2,1,0,0,Brandywine,31,Claymont Elementary School,151,1,2,2,0,7,2,4,3,3,3,3,4,2,3,3,2,3,2,3,3,3,4,3,3,3,3,4,3,2,3,3,3,4,3,3,3,3,2,3,2,3,3,4,2,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3
22R_1Q00kP3iYxNtY6K,2,2,1,0,0,Appoquinimink,29,Brick Mill Elementary School,21,1,3,2,0,7,2,4,3,3,3,3,4,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4,2,4,4,2,4,3,3,3,3,2,3,2,3,2,3,2,3,1,4,3,2,3,3,1,3,3,2,2,3,1,2,3,3,3,3,3,4,3,4,3,4
22R_24r76pbFP9Pd128,1,2,1,0,0,Seaford,23,Blades Elementary School,761,1,14,2,0,7,2,4,3,3,3,3,4,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,3,1,3,3,1,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,1,4,3,3,3,3,2,3,3,1,3,4,3,3,4,4,3,4,2,3,4
22R_1lcPhrDFuBsYiGM,1,2,1,0,0,Red Clay,32,Marbrook Elementary School,256,1,3,2,0,7,2,4,3,3,3,3,4,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,4,3,3,2,3,3,3
22R_25EHQlGDplZR2we,2,2,1,0,0,Red Clay,32,Baltz (Austin D.) Elementary School,252,1,14,2,0,7,2,4,3,3,3,3,4,1,2,3,3,3,3,3,3,3,4,3,3,3,3,4,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3
22R_TbURbmAGdaGpYY1,2,2,1,0,0,Lake Forest,15,Lake Forest East Elementary School,658,1,14,2,0,7,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,4,2,3,4,2,3,4,2,3,3,2,2,4,2,3,3,2,3,3,3,3,3
22R_2fqcwJ2vmO24Pw3,2,2,1,0,0,Colonial,34,Pleasantville Elementary School,418,3,15,2,0,7,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,4,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3
22R_vZc0BvcVgbsKDCh,1,2,1,0,0,Appoquinimink,29,Brick Mill Elementary School,21,4,15,2,0,7,2,4,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,1,4,3,1,3,3,1,3,3,1,3,3,3,3,4,3,4,4,4,4,4
22R_AFCKxvESKHXlBrb,3,2,1,0,0,Capital,13,Booker T. Washington Elementary School,636,1,15,2,0,7,2,4,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,3,3,3,4,2,4,3,1,4,4,1,3,3,1,4,3,1,3,3,4,2,2,3,3,4,4,4,4
22R_eEBcC1ZnI2mAE93,2,2,1,0,0,Colonial,34,Wilbur (Kathleen H.) Elementary,422,1,4,2,0,7,2,4,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,2,2,3,3,2,2,3,2,3,3,3,3,3
22R_3PRVnilYr74iuuZ,2,2,1,0,0,Red Clay,32,Heritage Elementary School,242,3,15,2,0,7,2,4,3,3,3,2,4,3,2,3,3,3,3,2,3,3,4,4,3,3,3,4,3,2,3,4,2,3,3,3,3,4,3,3,3,4,3,4,4,3,1,4,3,2,4,3,1,4,3,2,4,3,1,3,3,3,3,3,3,4,3,4,3,4
22R_2Eu7TAX8VX6acAR,2,2,1,0,0,Christina,33,Pulaski (Casimir) Elementary School,358,1,1,1,1,7,2,4,3,3,3,2,4,3,2,3,3,3,3,2,3,3,4,3,3,4,3,3,3,2,3,3,2,3,2,3,3,3,2,4,2,4,2,4,3,3,2,3,3,2,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,4
22R_cAYHxd7EmxlQwwl,2,2,1,0,0,Brandywine,31,Harlan (David W. ) Elementary School,156,1,15,2,0,7,2,4,3,3,3,2,4,3,2,3,2,2,3,2,3,3,4,4,4,3,2,4,3,2,3,4,2,4,3,3,3,4,1,4,1,3,1,4,2,3,3,3,3,3,3,3,2,4,4,2,3,3,1,3,3,3,3,3,3,2,2,3,3,4
22R_2WZ3Hbgtrpq0ExP,2,2,1,0,0,Appoquinimink,29,Old State Elementary School,32,4,5,2,0,7,2,4,3,3,3,2,4,2,3,2,3,3,3,2,2,3,3,3,3,2,3,4,3,2,3,3,3,3,2,3,3,4,3,4,3,4,4,4,3,4,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3
