id,population,source,level,d_middle,d_high,districtname,districtcode,schoolname,schoolcode,positioncode,grade,gender,d_female,race,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,punitive_1,positive_1,sel_1,punitive_2,positive_2,sel_2,punitive_3,positive_3,sel_3,punitive_4,positive_4,sel_4,punitive_5,positive_5,sel_5,i9rev,i14rev,i24rev,i27rev,ii1rev,ii4rev,ii7rev,ii10rev,ii13rev
22R_1lipyVCFz9otaqj,1,2,1,0,0,Christina,33,Leasure (May B.) Elementary School,322,1,2,2,0,3,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,3,4,2,4,4,1,2,4,1,4,4,3,3,4,4,3,4,3,4,4
22R_1EbqIoKvddG5PEq,1,2,1,0,0,Woodbridge,35,Phillis Wheatley Elementary School,779,4,15,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,3,2,4,4,2,4,4,1,3,4,3,3,4,4,4,3,3,3,4
22R_2YR2XOERdKCUVTT,1,2,1,0,0,Colonial,34,New Castle Elementary School,432,3,15,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,1,4,4,2,4,4,2,3,4,3,3,4,4,4,2,4,3,3
22R_ZrFWb7pO3nQ8k8N,2,2,1,0,0,Christina,33,Smith (Jennie E.) Elementary School,330,1,15,2,0,2,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,3,3,3,3,3,3,4,3,4,3,4,1,4,4,1,4,3,2,4,4,1,4,3,1,3,3,3,3,3,3,4,4,3,4,4
22R_bvYwVZ1JG5FTGH7,2,2,1,0,0,Lake Forest,15,Lake Forest South Elementary School,662,4,14,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,3,4,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,1,4,4,2,4,4,2,4,4,3,3,3,3,3,3,4,3,3
22R_1iedGfwO7yZ1KDv,1,2,1,0,0,Red Clay,32,Forest Oak Elementary School,240,4,15,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,3,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,1,3,4,3,3,4,3,3,3,3,3,4
22R_6mLgI03Y0CiCG1X,1,2,1,0,0,Appoquinimink,29,Silver Lake Elementary School,10,1,3,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,3,4,4,4,4,4,4,4,1,4,4,2,4,3,3,3,3,3,4,3,4,3,4,3,3,2,4,4,1,3,4,1,4,4,1,3,4,1,4,4,3,3,4,3,3,4,4,4,4
22R_BJkfcmD6frCJtDj,2,2,1,0,0,Capital,13,Booker T. Washington Elementary School,636,1,2,2,0,3,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,3,2,4,3,4,2,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3
22R_1rcUmxoTJeEPyHz,2,2,1,0,0,Colonial,34,Southern Elementary School,427,1,3,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,2,3,3,3,3,3,4,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,2,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,4
22R_2fpr96WUza0krsq,1,2,1,0,0,Cape Henlopen,17,H. O. Brittingham Elementary School,710,3,15,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,2,4,4,3,4,4,2,4,4,3,4,4,4,4,3,3,2,3
22R_11hZayfrACgvJb8,1,2,1,0,0,Red Clay,32,Richardson Park Elementary School,254,1,5,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,1
22R_2ZQAabFGQ9iz9yN,1,2,1,0,0,Capital,13,East Dover Elementary School,632,1,3,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,2,3,1,4,4,3,4,4,4,4,4,4,4,4
22R_UGwIdWdmNIEnBpD,1,2,1,0,0,Red Clay,32,Mote (Anna P.) Elementary School,264,1,3,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,3,4,1,4,4,1,4,4,1,4,4,3,4,4,4,4,4,4,4,4
22R_RVIQrMzfB6pUjOp,2,2,1,0,0,Brandywine,31,Lancashire Elementary School,128,3,15,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,3,4,4,3,4,4,2,4,4,2,4,4,4,4,4,3,3,3,3,3,3,3,4,2,4,4,2,4,4,2,4,4,2,4,4,2,3,4,3,4,3,3,3,3,3,3,3
22R_300L77qS599HJYe,2,2,1,0,0,Capital,13,Hartly Elementary School,640,3,15,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,3,2,4,4,4,4,3,4,3,4,4,2,3,4,2,4,3,3,3,4,3,3,3,3,3,3,3,3,2,4,4,2,3,4,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_DC6BYvzaWPLiXZv,1,2,1,0,0,Lake Forest,15,Lake Forest South Elementary School,662,1,1,2,0,7,3,4,4,4,4,4,4,4,2,4,4,4,3,2,4,4,4,4,3,4,3,4,4,1,3,4,1,4,3,3,3,3,3,3,2,4,3,4,3,3,2,4,4,2,4,3,2,3,3,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3
22R_1eWVjHgnQdLyk85,1,2,1,0,0,Red Clay,32,Cooke (William F. Jr.) Elementary School,271,2,15,2,0,7,3,4,4,4,4,4,4,4,2,4,4,3,3,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,4,4,1,4,3,1,4,3,2,3,3,3,3,4,4,3,4,4,4,3
22R_3iIQ0j2dwdNn3G9,1,2,1,0,0,Appoquinimink,29,Townsend Elementary School,14,1,4,2,0,7,3,4,4,4,4,4,4,4,2,4,4,3,3,2,4,3,4,4,4,4,3,4,4,1,4,4,2,4,4,3,3,3,4,4,4,4,4,4,4,4,1,4,4,1,3,4,1,4,4,1,3,3,1,4,4,3,3,4,3,4,4,4,4,4
22R_2ZOXfqj0053hwUD,1,2,1,0,0,Appoquinimink,29,Silver Lake Elementary School,10,4,15,2,0,3,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,1,4,4,2,4,4,1,3,4,3,3,4,3,4,3,4,3,4
22R_1C2fCaNIG6suncN,1,2,1,0,0,Red Clay,32,Richey Elementary School,260,1,2,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,4,4,4,4,4,4,4,4,1,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,3,3,4,4,2,4,4,3,3,4,4,3,1,3,2,3
22R_3lEueXaB1BcdueB,2,2,1,0,0,Christina,33,Leasure (May B.) Elementary School,322,1,1,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,4,4,4,4,4,3,4,4,2,4,4,2,4,3,4,3,4,4,4,4,3,4,4,4,4,1,3,4,2,4,4,1,4,4,2,4,4,2,3,4,3,3,3,3,4,3,4,3,3
22R_1Nen4zS4N5lOhNV,1,2,1,0,0,Christina,33,Jones (Albert H.) Elementary School,314,2,15,2,0,3,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,4,4,3,4,4,4,4,4,1,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,1,4,4,2,4,4,1,4,4,3,3,4,3,3,3,4,3,4
22R_1qaABolB4WhALdZ,2,2,1,0,0,Capital,13,Fairview Elementary School,638,3,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,3,4,4,4,4,4,4,4,2,3,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,1,4,4,2,4,4,2,4,4,3,3,3,4,3,3,4,3,3
22R_31SlLpCyXQyFaK4,2,2,1,0,0,Red Clay,32,Heritage Elementary School,242,4,4,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,3,4,4,4,4,3,4,4,2,4,4,2,4,3,3,3,4,4,4,3,4,4,4,4,4,2,4,4,2,3,4,1,4,4,2,4,4,2,4,4,3,3,3,3,3,3,4,3,3
22R_3PMm86kMTxrZ9DM,1,2,1,0,0,Colonial,34,Southern Elementary School,427,3,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,3,4,4,4,4,3,4,4,1,3,4,1,4,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3,2,3,3,1,3,3,1,4,3,1,3,3,3,3,4,4,3,3,4,4,4
22R_1LbLmA08UJ5BvP7,2,2,1,0,0,Red Clay,32,Linden Hill Elementary School,250,1,15,1,1,7,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,3,3,4,4,4,4,4,4,2,4,3,2,3,4,4,4,3,3,4,4,4,4,3,3,4,2,4,3,2,3,3,1,3,3,1,3,3,2,3,3,3,3,3,3,3,3,4,4,3
22R_1MWM2tU4lzobtJL,1,2,1,0,0,Milford,18,Banneker (Benjamin) Elementary School,668,1,15,1,1,7,3,4,4,4,4,4,4,4,2,4,3,4,4,2,3,3,4,4,4,4,3,4,4,1,4,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,2,3,4,2,3,3,2,3,4,2,4,3,2,3,4,3,3,4,3,3,3,3,3,3
22R_9N7sl3o7MyyIvNb,2,2,1,0,0,Milford,18,Mispillion Elementary School,673,1,5,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,1,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,4,4,3,4,3,3,4,4,4,4,3,2,4,4,1,4,4,2,4,4,1,4,4,1,4,4,3,4,3,3,3,4,3,4,4
22R_2YYshk6bmGC5VX0,1,2,1,0,0,Capital,13,Fairview Elementary School,638,1,2,2,0,3,3,4,4,4,4,4,4,4,2,4,3,4,4,1,4,4,4,3,4,4,3,4,4,1,4,4,1,4,3,4,4,4,4,4,4,4,3,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,1,4,4,3,4,4,4,3,3,3,3,4
22R_3nNM0URGNhyeLt8,2,2,1,0,0,Appoquinimink,29,Bunker Hill Elementary School,28,1,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,1,4,3,4,4,4,4,3,4,4,2,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,1,4,4,3,4,3,3,3,3,3,3,4
22R_2D7xerVq3CIOiTy,2,2,1,0,0,Christina,33,McVey (Joseph M.) Elementary School,326,3,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,4,4,1,4,3,4,4,4,4,3,4,4,2,4,4,2,4,4,3,3,3,4,4,4,4,4,4,4,4,1,4,4,2,4,3,1,4,4,1,4,3,1,3,4,3,4,3,3,4,3,4,4,4
22R_1E5UtJP6UDAVKwu,2,2,1,0,0,Capital,13,Fairview Elementary School,638,1,1,2,0,3,3,4,4,4,4,4,4,4,2,4,3,3,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,3,3,4,4,4,3,3,4,4,4,4,1,4,4,2,4,4,2,4,4,2,4,4,1,3,4,3,3,3,3,4,3,3,3,4
22R_SDHta2WEBJFoTND,1,2,1,0,0,Colonial,34,Wilbur (Kathleen H.) Elementary,422,1,1,2,0,3,3,4,4,4,4,4,4,4,2,4,3,3,4,2,4,4,4,4,4,4,3,4,4,1,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,2,4,4,1,3,4,2,3,4,1,3,4,2,3,4,3,3,4,3,3,4,3,4,3
22R_9ytPTXi8tIX0LC5,1,2,1,0,0,Milford,18,Mispillion Elementary School,673,2,15,1,1,7,3,4,4,4,4,4,4,4,2,4,3,3,4,2,4,3,4,4,4,4,4,4,4,1,4,3,1,4,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,2,4,4,1,4,4,2,4,3,2,2,4,3,3,4,4,2,3,4,3,3
22R_2U8SErFV9YVm1qO,2,2,1,0,0,Milford,18,Ross (Lulu M.) Elementary School,672,1,2,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,4,2,4,3,4,4,4,4,3,4,4,2,3,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,4,3,2,4,4,3,3,3,3,3,3,3,3,3
22R_2s6VIkB9cuVHAKM,2,2,1,0,0,Red Clay,32,Forest Oak Elementary School,240,1,2,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,4,2,4,3,4,4,4,4,3,4,3,2,4,4,1,4,3,3,3,3,3,3,3,4,4,4,3,3,2,4,4,2,3,3,1,4,4,1,3,3,1,3,4,3,3,3,4,3,3,4,4,4
22R_784KDy9mb2obOkt,1,2,1,0,0,Seaford,23,Seaford Central Elementary School,759,1,1,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,4,2,4,3,4,4,4,4,3,4,3,1,4,3,2,4,3,3,3,3,4,4,4,4,4,4,4,4,2,4,4,1,4,4,1,4,3,1,4,3,1,3,4,3,3,4,3,3,4,4,4,4
22R_8H9u56W7H1FlGj7,1,2,1,0,0,Capital,13,Booker T. Washington Elementary School,636,4,14,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,4,2,4,3,3,3,3,4,3,3,4,1,3,3,2,4,3,3,4,3,4,3,4,3,4,3,4,4,2,3,4,3,4,4,3,4,4,2,3,4,2,4,4,3,3,4,3,3,2,2,3,3
22R_cvjp2K7O1TuONsF,1,2,1,0,0,Milford,18,Mispillion Elementary School,673,1,3,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,4,1,4,4,4,4,4,4,4,4,4,1,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,3,1,4,4,3,4,4,1,3,4,3,4,4,3,3,2,4,2,4
22R_27HW82J3SAOUgEk,2,2,1,0,0,Christina,33,Bancroft Elementary School,350,1,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,3,3,4,3,3,4,3,4,3,4,4,2,3,4,2,4,3,3,3,3,4,3,3,4,4,4,3,4,1,3,3,2,4,3,2,4,4,2,4,3,1,2,4,3,2,3,3,4,3,3,3,4
22R_2PdKKNw8KjT1YAM,2,2,1,0,0,Appoquinimink,29,Loss (Olive B.) Elementary School,20,1,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,3,2,4,3,4,4,4,4,3,4,4,2,4,4,2,4,4,3,3,4,4,4,3,4,4,4,3,4,1,3,4,2,3,4,1,3,4,1,3,4,1,3,4,3,3,3,3,4,3,4,4,4
22R_1ptaYqFdB1uYZbX,1,2,1,0,0,Christina,33,Brookside Elementary School,310,1,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,3,2,4,3,4,4,4,4,3,4,3,1,3,4,1,4,3,3,3,3,4,3,3,3,4,3,4,4,2,4,4,2,3,4,2,3,3,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3
22R_1eF7TMruwnWtrBl,2,2,1,0,0,Christina,33,Maclary (R. Elisabeth) Elementary School,324,1,15,2,0,6,3,4,4,4,4,4,4,4,2,4,3,3,3,2,4,3,4,4,3,4,3,4,4,2,3,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,1,4,4,2,4,3,1,4,3,1,3,3,1,3,3,3,3,3,3,4,3,4,4,4
22R_W3uWOKyUhLi0u5z,2,2,1,0,0,Capital,13,Booker T. Washington Elementary School,636,4,4,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,3,2,4,3,3,4,3,4,2,4,3,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_2PhABljLbsNUAj5,2,2,1,0,0,Milford,18,Ross (Lulu M.) Elementary School,672,1,5,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,3,2,4,3,3,3,3,4,3,4,3,2,3,3,2,3,3,3,3,3,4,3,3,3,4,3,3,4,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_3I9N470u49Rj2LA,2,2,1,0,0,Cape Henlopen,17,Rehoboth Elementary School,722,4,15,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,3,2,3,3,3,4,4,4,4,4,4,2,4,4,2,4,3,3,3,3,4,4,4,4,4,4,3,4,2,4,4,2,4,4,2,4,4,2,4,4,2,3,4,3,3,3,3,3,3,3,3,3
22R_1hWpC9nQO1yhci5,2,2,1,0,0,Appoquinimink,29,Brick Mill Elementary School,21,4,1,2,0,7,3,4,4,4,4,4,4,4,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
22R_2TMo45coj14iFwM,1,2,1,0,0,Christina,33,Brader (Henry M.) Elementary School,339,1,15,1,1,7,3,4,4,4,4,4,4,4,2,4,3,3,3,1,4,3,3,3,4,4,3,3,4,1,4,3,1,4,3,3,3,3,4,3,3,4,3,3,4,4,1,3,3,1,3,3,1,3,3,1,4,3,1,3,3,3,4,4,4,4,4,4,4,4
22R_3KAVquaGUiWg6kJ,2,2,1,0,0,Red Clay,32,Cooke (William F. Jr.) Elementary School,271,1,14,2,0,7,3,4,4,4,4,4,4,4,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,2,4,4,1,4,4,1,4,4,3,3,3,3,4,4,3,4,4
22R_3KwF9llN4f2gilc,2,2,1,0,0,Cape Henlopen,17,Milton Elementary School,721,1,1,2,0,7,3,4,4,4,4,4,4,4,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,1,3,4,2,3,4,1,4,4,2,3,4,1,2,4,3,3,3,3,4,3,4,3,4
22R_1OpFtqiBxWYdxKO,1,2,1,0,0,Red Clay,32,Forest Oak Elementary School,240,1,3,2,0,7,3,4,4,4,4,4,4,4,2,3,4,4,4,2,4,4,3,4,4,4,4,4,4,1,3,4,2,4,4,4,4,4,3,4,4,4,4,4,3,4,1,4,4,2,3,3,2,4,3,2,4,3,1,4,3,3,3,4,3,4,3,3,3,4
22R_3CEp0Ovz6i4dVqI,2,2,1,0,0,Red Clay,32,Forest Oak Elementary School,240,3,15,2,0,7,3,4,4,4,4,4,4,4,2,3,3,4,4,2,4,3,4,4,4,4,4,4,4,2,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,3,2,3,4,2,4,4,1,3,4,1,3,4,3,3,3,3,3,3,3,4,4
22R_W0v18fl0zgwMuzv,2,2,1,0,0,Capital,13,South Dover Elementary School,634,1,2,1,1,5,3,4,4,4,4,4,4,4,2,3,3,3,4,2,4,3,4,4,4,4,2,4,4,2,4,4,2,4,4,3,3,4,3,4,4,4,4,4,3,4,1,4,4,1,4,4,1,4,4,1,4,4,1,3,4,3,3,3,3,4,4,4,4,4
22R_VVcR1WS1lEWcHrr,2,2,1,0,0,Red Clay,32,North Star Elementary School,270,1,15,2,0,7,3,4,4,4,4,4,4,4,2,3,3,3,4,2,3,4,4,4,4,4,4,4,4,2,3,4,2,3,3,3,3,3,4,3,4,3,4,4,4,4,2,3,3,2,3,4,2,3,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3,3
22R_zUrMylosmdBxnMJ,2,2,1,0,0,Capital,13,North Dover Elementary School,635,4,15,1,1,5,3,4,4,4,4,4,4,4,2,3,3,3,4,2,3,3,3,4,4,4,3,4,3,2,4,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,2,2,4,2,3,2,2,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3
22R_31HS62Wgpt5RPtB,1,2,1,0,0,Christina,33,Leasure (May B.) Elementary School,322,3,15,2,0,7,3,4,4,4,4,4,4,4,2,3,3,3,4,1,4,4,4,4,4,4,3,4,4,1,4,4,1,4,3,3,3,4,4,3,4,4,4,3,4,4,2,4,4,2,4,3,1,3,4,1,4,4,1,4,3,3,4,4,4,3,3,4,4,4
22R_1CmC6qnq8vwFI29,1,2,1,0,0,Christina,33,Smith (Jennie E.) Elementary School,330,1,14,2,0,7,3,4,4,4,4,4,4,4,2,3,3,3,4,1,4,3,4,4,4,3,3,4,4,1,3,3,2,4,3,3,3,4,3,3,3,3,3,3,3,4,1,4,3,1,3,4,2,4,3,2,4,3,1,3,4,3,4,4,3,4,4,3,3,4
22R_DTx9jf6OKnFTGlr,2,2,1,0,0,Christina,33,Brookside Elementary School,310,1,15,2,0,6,3,4,4,4,4,4,4,4,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,2,3,3,1,4,3,1,3,3,3,2,3,3,3,4,3,4,4
22R_1jvTzHXWnMKY9TW,2,2,1,0,0,Brandywine,31,Mount Pleasant Elementary School,176,4,15,2,0,7,3,4,4,4,4,4,4,4,2,3,3,3,3,2,3,3,4,4,4,4,3,4,3,2,3,3,2,4,3,3,3,3,4,3,4,4,4,4,4,4,2,3,3,3,3,3,2,4,4,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3
22R_1LIJAoTP8hppFvq,1,2,1,0,0,Christina,33,Brookside Elementary School,310,1,14,2,0,7,3,4,4,4,4,4,4,4,2,3,3,3,3,2,3,3,3,3,3,4,3,4,3,1,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3
22R_3kO2FryeJw8wAKd,1,2,1,0,0,Christina,33,Oberle (William) Elementary School,327,4,15,2,0,5,3,4,4,4,4,4,4,4,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,4,3,3,3,3,2,3,4,4,3,4,4,3,2,3,4,2,3,3,2,3,3,3,3,4,2,3,3,3,4,3,2,1,2,2,1
22R_21F1avtmwxp95o1,1,2,1,0,0,Appoquinimink,29,Bunker Hill Elementary School,28,3,15,2,0,7,3,4,4,4,4,4,4,4,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,4,3,4,3,3,3,4,4,2,3,3,2,2,3,2,3,3,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3
22R_33rvgrEmVCrQJO8,1,2,1,0,0,Milford,18,Mispillion Elementary School,673,4,15,2,0,3,3,4,4,4,4,4,4,4,2,3,3,3,3,1,3,3,3,3,3,3,3,4,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,4,4,3,3,3,3,3,3
22R_2B38s3qWnSgAQf6,2,2,1,0,0,Christina,33,Wilson (Etta J.) Elementary School,334,1,5,2,0,7,3,4,4,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,3,4,1,4,4,1,3,4,1,4,4,4,2,3,3,4,4,4,4,4
22R_BRD4pjtytoMjq5b,1,2,1,0,0,Appoquinimink,29,Townsend Elementary School,14,2,15,1,1,7,3,4,4,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,3,3,4,4,4,4,4,4,4,4,4,1,3,3,1,3,3,1,4,3,1,3,3,1,4,4,4,2,4,4,4,4,4,4,4
22R_beyzIKgis8lDVdL,1,2,1,0,0,Appoquinimink,29,Townsend Elementary School,14,3,15,2,0,7,3,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,4,3,4,1,4,4,4,4,4
22R_2RQjGvRPREvzECB,1,2,1,0,0,Cape Henlopen,17,Rehoboth Elementary School,722,1,4,1,1,7,3,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,1,4,4,1,4,4,1,4,4,4,3,4,2,4,3,4,4,4
22R_9Lg5dQcSr91k8Kh,1,2,1,0,0,Brandywine,31,Lancashire Elementary School,128,1,14,2,0,7,3,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,4,4,4,3,4,4,4,3,4,4,3,1,4,4,1,4,3,1,4,4,1,4,3,1,4,3,4,3,4,3,4,4,4,4,4
22R_2YnCT8zyXlyMnhK,1,2,1,0,0,Cape Henlopen,17,Milton Elementary School,721,1,1,2,0,7,3,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,2,4,4,1,4,4,1,3,4,4,3,4,4,3,2,3,4,4
22R_30tQpXfpgNU6Ne4,1,2,1,0,0,Christina,33,Wilson (Etta J.) Elementary School,334,1,15,2,0,1,3,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,4,3,4,4,4,4,4,4,4
22R_6Sv11SMHPP5IyJj,1,2,1,0,0,Capital,13,Booker T. Washington Elementary School,636,1,4,2,0,7,3,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,4,3,4,4,4,4,4,4,4
22R_ByQwlRYMeNWl5kd,1,2,1,0,0,Christina,33,West Park Place Elementary School,332,3,15,2,0,7,3,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,4,3,4,4,4,4,4,4,4
