AB39M,AB39T,AB39U,AB39W,AB39X,GA33A,GA33H,GA33I,GA33K,GA33L,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE,KA9B,KA9C,KA9D,KA9G,KA9K,CPROB11,CPROB12,CPROB13,CPROB14,CMOD1,CASENUM
1,0,0,1,1,1,1,1,1,1,0,56.95,63.77,68.19,75.41,77.97,0,1,0,1,1,1,0.031,0.964,0,0.006,2,2810
1,0,0,0,0,9999,9999,9999,9999,9999,9999,47.46,49.96,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,2815
1,1,1,1,1,0,0,0,0,0,9999,45.04,51.08,9999,9999,50.96,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,2816
0,0,0,0,0,0,0,0,0,0,0,34.52,38.7,31.8,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,2818
1,0,1,0,0,0,0,1,1,1,0,47.58,51.17,58.74,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,2820
1,1,0,0,0,0,0,0,0,0,9999,45.83,57.47,52.11,9999,9999,1,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,2821
1,0,1,1,1,9999,9999,9999,9999,9999,9999,38.33,32.84,9999,9999,9999,0,1,1,1,1,1,0.337,0.663,0,0,2,2822
1,0,1,0,1,1,1,1,1,1,0,49.48,56.76,68.81,71.03,71.88,1,0,1,1,1,1,0.048,0.951,0,0.001,2,2825
0,0,0,0,0,9999,9999,9999,9999,9999,0,59.95,54.82,9999,9999,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,2827
1,1,1,1,1,9999,9999,9999,9999,9999,0,65.18,69.48,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,2830
0,1,1,1,1,9999,9999,9999,9999,9999,9999,52.38,52.42,9999,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,2831
1,1,1,1,1,0,0,0,0,0,0,43.88,51.3,66.27,72.5,71.42,1,1,1,1,1,0,0.957,0.043,0,0,1,2832
1,0,1,0,1,1,1,1,1,1,9999,39.25,44.43,49.2,52.64,9999,0,1,1,1,1,0,0.048,0.951,0,0.001,2,2833
1,1,1,1,1,0,0,1,0,1,0,44.06,41.73,39.89,33.44,36.18,1,1,1,1,0,1,0.957,0.043,0,0,1,2834
1,1,0,0,0,0,0,1,0,0,0,35.4,38.1,36.22,47.79,9999,0,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,2836
1,0,1,1,1,9999,9999,9999,9999,9999,0,64.12,9999,9999,9999,9999,1,0,0,1,1,1,0.337,0.663,0,0,2,2839
1,1,1,1,1,0,0,0,1,0,0,60.44,65.94,79.11,9999,9999,1,1,1,1,1,1,0.957,0.043,0,0,1,2840
0,1,1,0,0,0,0,0,0,0,0,48.41,48.88,52.91,9999,9999,0,0,1,1,1,0,0.013,0,0.987,0,3,2842
1,1,1,0,1,1,1,1,0,0,0,42.94,34.65,53.74,49.72,58.65,1,1,0,1,1,1,0.687,0.313,0,0,1,2844
0,0,0,0,0,9999,9999,9999,9999,9999,9999,50.93,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,2847
1,0,0,1,1,1,1,1,0,1,0,53.21,67.44,70.95,9999,9999,0,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,2848
1,1,0,1,0,9999,9999,9999,9999,9999,0,40.98,52.92,9999,9999,9999,0,9999,9999,9999,9999,9999,0.15,0,0.85,0,3,2849
1,0,1,1,1,9999,9999,9999,9999,9999,9999,46.35,63.57,87.04,9999,82.15,0,0,1,1,1,1,0.337,0.663,0,0,2,2850
0,0,0,0,0,1,0,0,0,0,9999,45.33,47.09,68.16,9999,9999,0,0,0,0,0,0,0,0,0.117,0.883,4,2851
0,0,0,0,0,1,0,0,0,0,0,64.12,68.13,78.73,79.62,84.9,1,1,0,1,1,1,0,0,0.117,0.883,4,2853
1,1,1,1,1,1,1,0,1,0,9999,69.35,9999,9999,90.3,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,2854
0,0,0,0,0,0,0,0,0,0,0,56.12,50.68,9999,9999,9999,1,1,0,0,1,1,0,0,0.117,0.883,4,2858
1,1,1,1,1,1,0,1,1,1,0,56.74,61.72,68.47,9999,76.85,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,2860
0,1,1,0,1,1,1,1,0,1,0,42.31,45.26,9999,56.35,46.06,0,0,0,0,0,0,0.376,0.624,0,0,2,2861
1,0,0,0,0,9999,9999,9999,9999,9999,0,49.47,52.79,9999,60.54,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,2862
0,0,0,0,1,1,1,1,1,1,0,35.6,46.6,60.55,9999,9999,1,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,2863
0,0,0,0,0,0,1,1,1,1,9999,60.55,65.08,77.41,89.29,87.93,0,1,0,1,1,1,0,0,0.117,0.883,4,2864
1,1,1,1,1,1,0,1,0,1,0,58.33,66.4,76.5,80.24,86.06,0,1,1,1,1,1,0.957,0.043,0,0,1,2866
0,1,1,1,1,1,1,1,1,1,0,46.1,57.95,63.59,9999,9999,0,1,1,1,1,1,0.859,0.141,0,0,1,2867
1,0,0,1,1,1,0,0,0,0,9999,46.5,9999,54.11,55.81,9999,0,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,2870
0,0,1,1,1,0,0,0,0,0,0,62.5,67.92,79.37,81.03,89.16,0,1,0,1,1,0,0.122,0.877,0,0,2,2872
1,0,0,1,1,9999,9999,9999,9999,9999,9999,47.7,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,2873
0,1,1,1,1,9999,9999,9999,9999,9999,0,44.82,40.75,9999,9999,9999,1,1,0,1,1,0,0.859,0.141,0,0,1,2874
1,0,0,1,1,1,1,1,1,1,9999,54.36,58.16,65.42,79.69,9999,0,1,1,1,1,1,0.031,0.964,0,0.006,2,2878
1,1,1,1,1,1,1,1,1,1,9999,61.64,63.42,66.73,80.97,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,2879
0,1,1,1,1,0,0,0,0,0,0,53.99,52.64,68.65,71.87,72.61,1,1,1,0,1,1,0.859,0.141,0,0,1,2885
0,0,0,0,0,0,0,1,0,0,0,73.39,67.9,85.03,88.99,84.8,1,0,0,0,0,1,0,0,0.117,0.883,4,2886
0,1,1,1,0,9999,9999,9999,9999,9999,9999,49.19,9999,9999,9999,64.9,1,1,1,1,1,1,0.262,0,0.738,0,3,2888
1,0,0,0,0,9999,9999,9999,9999,9999,9999,57.07,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,2893
1,0,0,1,0,1,1,0,1,1,0,53.38,43.8,61.05,64.97,64.68,0,1,1,1,1,1,0.004,0,0.643,0.353,3,2894
1,1,0,0,0,1,1,1,0,1,9999,44.53,9999,9999,9999,44.44,1,1,1,1,1,1,0.006,0,0.994,0,3,2897
0,0,0,0,0,0,0,0,0,0,0,64.76,68.65,78.55,84.75,85.13,0,0,0,1,1,0,0,0,0.117,0.883,4,2901
1,0,0,0,0,0,0,0,0,0,9999,62.66,65.42,75.52,79.36,76.39,1,0,0,0,0,0,0,0,0.307,0.693,4,2903
0,0,0,0,0,1,0,0,0,0,1,55.66,65.34,78.22,9999,9999,1,1,1,1,1,1,0,0,0.117,0.883,4,2904
1,0,1,0,1,1,0,1,1,1,9999,51.89,54.91,64.51,66.89,62.96,1,0,0,0,1,1,0.048,0.951,0,0.001,2,2908
0,0,1,1,0,0,0,0,0,0,9999,33.9,53.07,9999,9999,9999,0,9999,9999,9999,9999,9999,0.011,0,0.972,0.017,3,2909
1,0,0,0,1,1,0,1,0,1,9999,46.64,53.55,51.76,62.15,56.11,1,0,0,1,1,1,0.003,0.937,0,0.06,2,2911
1,1,0,0,0,9999,9999,9999,9999,9999,9999,42.11,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,2912
1,0,0,0,1,0,0,0,1,0,0,57.71,59.6,9999,9999,65.45,1,0,0,0,0,0,0.003,0.937,0,0.06,2,2913
1,1,1,0,1,9999,9999,9999,9999,9999,1,48.12,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,2914
1,1,0,1,1,9999,9999,9999,9999,9999,9999,45.03,46.84,9999,9999,9999,1,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,2916
1,0,1,1,1,1,1,1,1,1,0,68.85,73.19,84.23,89.21,95.57,0,1,0,1,1,0,0.337,0.663,0,0,2,2918
0,0,0,0,0,1,1,1,1,1,9999,38.57,37.68,60.83,71.33,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,2921
0,0,1,1,0,9999,9999,9999,9999,9999,0,73.07,73.25,9999,9999,9999,0,9999,9999,9999,9999,9999,0.011,0,0.972,0.017,3,2924
1,0,0,0,0,1,0,0,0,0,0,61.89,69.34,76.11,75.05,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,2926
0,0,1,0,1,0,0,0,0,0,9999,42.11,53.34,67.38,9999,9999,0,9999,9999,9999,9999,9999,0.014,0.982,0,0.004,2,2927
0,1,0,1,1,0,1,1,0,1,0,66.21,75.38,88.23,93.94,9999,0,9999,9999,9999,9999,9999,0.275,0.725,0,0,2,2928
1,1,1,1,1,9999,9999,9999,9999,9999,9999,31.9,51.21,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,2931
1,0,0,0,0,1,0,1,0,1,0,63.28,67.56,74.99,78.16,78.7,0,1,1,1,1,0,0,0,0.307,0.693,4,2935
0,1,1,1,1,0,0,0,0,0,0,56.09,57.01,77.28,81.78,86.04,1,1,0,1,1,1,0.859,0.141,0,0,1,2936
1,0,1,0,1,9999,9999,9999,9999,9999,9999,65,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,2937
0,0,0,0,0,0,1,1,0,0,0,51.26,55.06,50.17,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,2939
1,0,0,0,1,9999,9999,9999,9999,9999,0,56.44,56.85,66.71,9999,59.91,1,1,1,1,1,1,0.003,0.937,0,0.06,2,2940
1,0,0,0,0,9999,9999,9999,9999,9999,9999,37.54,32.43,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,2941
1,1,1,0,0,1,0,1,1,0,9999,43.28,44.56,53.43,57.03,56.78,1,1,0,0,1,0,0.063,0,0.937,0,3,2944
1,0,1,0,0,1,1,1,0,0,9999,45.56,45.89,52.14,54.58,54.74,1,1,1,1,1,1,0.002,0,0.977,0.021,3,2947
1,1,0,1,0,1,1,1,1,1,9999,66.73,77.06,84.44,84.87,9999,0,0,0,1,1,1,0.15,0,0.85,0,3,2953
0,1,1,1,1,1,0,0,0,0,1,52.77,55.12,73.02,77.36,81.61,0,1,1,1,1,1,0.859,0.141,0,0,1,2955
1,1,1,0,0,0,0,0,0,0,0,56.38,58.24,64.38,63.2,9999,0,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,2956
0,1,0,0,1,1,1,1,1,1,0,72.03,69.27,67.78,81.42,89.75,0,1,0,1,1,1,0.036,0.964,0,0,2,2957
1,0,0,1,1,1,1,1,1,1,0,53.79,55.83,66.78,68.98,72.08,0,1,1,1,1,1,0.031,0.964,0,0.006,2,2962
0,0,0,0,0,0,0,1,0,0,0,41.66,53.61,56.5,63.12,46.23,0,1,1,1,1,0,0,0,0.117,0.883,4,2967
1,1,1,0,1,1,1,1,1,1,9999,38.03,43.11,9999,9999,49.16,1,0,1,1,1,0,0.687,0.313,0,0,1,2969
1,1,1,1,1,1,1,0,1,1,9999,42.76,40.13,55.89,57.55,62.32,0,1,1,1,1,1,0.957,0.043,0,0,1,2970
1,1,1,0,1,9999,9999,9999,9999,9999,9999,39.94,41.69,9999,9999,9999,1,0,1,1,1,0,0.687,0.313,0,0,1,2972
0,1,0,1,0,9999,9999,9999,9999,9999,0,47.35,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.033,0,0.967,0,3,2975
0,0,0,0,0,9999,9999,9999,9999,9999,0,54.68,56.91,9999,61.54,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,2976
1,1,1,1,1,1,1,1,1,1,0,51.54,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,2977
1,0,1,0,0,1,0,0,0,0,0,56.88,59.37,83.36,83.98,80.1,0,1,1,1,1,1,0.002,0,0.977,0.021,3,2978
9999,0,0,0,0,9999,9999,9999,9999,9999,0,48.99,53.2,9999,9999,9999,1,1,1,1,1,1,0,0,0.186,0.814,4,2982
0,0,0,0,0,1,0,0,1,0,9999,40.1,45.57,9999,55.99,9999,1,1,1,1,1,1,0,0,0.117,0.883,4,2984
1,0,1,0,1,1,0,1,0,0,0,43.41,46,59.25,60.96,64.21,0,1,1,1,1,1,0.048,0.951,0,0.001,2,2985
1,9999,1,1,1,9999,9999,9999,9999,9999,0,40.05,41.05,9999,53.47,9999,1,9999,9999,9999,9999,9999,0.869,0.131,0,0,1,2986
0,0,0,0,0,1,0,1,0,0,0,43.78,45.36,59.73,9999,58.63,1,1,0,1,1,1,0,0,0.117,0.883,4,2991
0,0,0,1,0,1,1,1,1,1,0,47.83,56.88,60.77,63.09,9999,1,9999,9999,9999,9999,9999,0,0,0.353,0.647,4,2999
1,1,0,0,0,1,1,0,1,1,9999,40.11,38.02,38.98,9999,33.29,0,1,1,0,0,1,0.006,0,0.994,0,3,3000
0,1,1,1,0,9999,9999,9999,9999,9999,0,56.75,57,9999,65.02,55.95,1,0,0,0,0,0,0.262,0,0.738,0,3,3004
1,1,1,1,1,1,1,1,1,1,0,54.51,61.33,74.62,72.35,78.47,1,1,1,1,1,1,0.957,0.043,0,0,1,3007
1,0,0,0,0,1,0,0,0,0,9999,48.7,44.8,47.51,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3008
0,1,0,1,1,9999,9999,9999,9999,9999,9999,45.23,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.275,0.725,0,0,2,3010
0,0,0,1,1,0,0,0,0,0,0,53.46,9999,71.02,75.82,76.44,1,0,0,0,1,1,0.008,0.965,0,0.026,2,3012
1,1,1,1,1,9999,9999,9999,9999,9999,0,52.53,9999,9999,9999,9999,1,0,1,1,1,1,0.957,0.043,0,0,1,3013
1,0,0,0,0,9999,9999,9999,9999,9999,9999,60.1,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3014
0,0,0,0,0,0,0,0,0,0,0,46.55,54.89,57.19,60.88,62.15,1,0,0,0,1,0,0,0,0.117,0.883,4,3015
1,0,1,1,1,1,0,0,0,1,0,37.25,51.55,51.3,9999,9999,1,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,3016
1,1,1,1,1,1,1,0,1,1,0,59.11,65.43,74.87,9999,74.06,0,1,1,1,1,1,0.957,0.043,0,0,1,3018
1,1,1,1,0,1,1,1,0,1,0,60.28,61.83,79.03,9999,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,3021
1,1,1,0,1,0,0,0,0,0,0,43.77,52.64,54.55,9999,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,3022
0,0,0,0,0,9999,9999,9999,9999,9999,0,44.15,45.09,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3024
1,0,1,0,1,1,1,1,1,1,9999,60.25,67.43,81.15,83.7,81.92,1,1,1,1,1,1,0.048,0.951,0,0.001,2,3026
1,0,0,1,1,1,1,1,1,1,0,62.46,66.44,76.6,78.37,84.54,0,1,0,1,1,0,0.031,0.964,0,0.006,2,3030
1,1,1,1,0,1,1,1,1,1,9999,49.11,47.18,55.05,55.68,62.22,1,1,0,1,1,0,0.65,0,0.35,0,1,3033
0,1,1,0,1,9999,9999,9999,9999,9999,0,53,62.97,9999,9999,9999,1,9999,9999,9999,9999,9999,0.376,0.624,0,0,2,3034
1,1,1,1,1,1,1,1,1,1,9999,49.23,55.07,60.73,69.46,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3035
1,1,1,1,1,9999,9999,9999,9999,9999,9999,41.34,42.16,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3037
1,1,1,1,1,1,1,1,1,1,0,53.79,47.44,71.82,73.24,73.13,0,1,1,1,1,1,0.957,0.043,0,0,1,3039
1,1,1,1,0,9999,9999,9999,9999,9999,9999,36.72,33.32,9999,9999,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,3043
1,1,1,1,1,1,0,0,0,0,0,57.77,57.05,57.85,65.75,61.64,1,1,0,1,1,0,0.957,0.043,0,0,1,3044
1,0,1,0,0,9999,9999,9999,9999,9999,0,58.16,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,3045
0,0,0,0,0,9999,9999,9999,9999,9999,9999,33.67,48.73,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3046
1,1,1,1,1,1,1,1,1,1,0,67.96,72.85,80.91,9999,9999,0,1,0,1,1,0,0.957,0.043,0,0,1,3047
0,0,0,9999,0,9999,9999,9999,9999,9999,9999,62.86,55.31,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.138,0.862,4,3048
1,0,1,0,0,9999,9999,9999,9999,9999,0,47.44,44.55,9999,9999,65.04,1,0,0,1,1,0,0.002,0,0.977,0.021,3,3051
1,1,1,1,1,1,0,1,0,1,0,65.21,65.81,71.48,74.88,81.78,1,0,0,1,1,1,0.957,0.043,0,0,1,3053
0,0,0,0,0,0,0,0,0,0,0,51.99,60.34,67.57,70.14,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,3056
1,1,1,0,1,1,1,0,0,0,0,53.8,54.42,65.45,9999,65.93,0,1,0,1,1,1,0.687,0.313,0,0,1,3059
1,0,0,0,0,1,9999,1,1,1,1,67.21,72.58,82.67,90.03,99.3,0,1,1,1,1,1,0,0,0.307,0.693,4,3061
0,0,0,1,1,1,1,1,1,1,9999,54.34,47.52,52.71,55.02,55.69,0,1,1,1,1,1,0.008,0.965,0,0.026,2,3065
0,0,1,0,0,0,1,1,1,1,0,34.9,42.71,56.27,61.54,67.83,0,1,0,1,1,0,0,0,0.934,0.066,3,3068
1,1,1,1,1,1,0,1,1,1,0,45.04,43.76,61.18,61.39,61.44,0,1,0,1,1,0,0.957,0.043,0,0,1,3070
1,0,1,0,0,9999,9999,9999,9999,9999,0,48.92,55.79,9999,65.69,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,3072
0,0,0,0,0,9999,9999,9999,9999,9999,0,54.21,58.74,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3073
1,9999,0,0,0,1,0,0,1,0,0,56.35,62.98,69.29,73.88,9999,1,1,1,1,1,1,0.001,0,0.406,0.593,4,3074
1,1,1,1,1,1,1,1,1,0,0,56.83,52.97,67.96,78.46,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3076
1,0,0,0,0,0,0,0,0,0,0,46.42,47.29,42.49,36.52,54.1,1,1,1,0,1,0,0,0,0.307,0.693,4,3077
0,1,1,1,1,0,0,0,0,0,9999,27.6,40.03,39.93,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,3078
0,0,0,0,0,9999,9999,9999,9999,9999,0,48.3,49.07,9999,9999,9999,1,1,1,1,1,1,0,0,0.117,0.883,4,3080
0,0,0,0,0,0,0,0,0,1,9999,54.64,51.64,37.11,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3083
0,0,0,0,0,0,1,1,1,1,0,57.54,63.33,70.47,70.47,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3085
1,1,1,1,1,1,0,1,1,0,0,38.38,47.2,56.13,63.17,59.07,1,1,1,1,1,1,0.957,0.043,0,0,1,3090
0,0,0,0,1,1,0,1,0,1,0,54.76,57.2,67.58,60.86,68.81,1,1,1,1,0,1,0.001,0.763,0,0.236,2,3092
1,0,0,0,0,0,0,0,0,0,9999,51.71,60.68,55.79,9999,66.35,0,1,0,1,1,1,0,0,0.307,0.693,4,3093
1,1,1,1,1,0,0,0,0,0,0,42.58,45.31,46.75,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3094
1,0,0,0,1,9999,9999,9999,9999,9999,9999,36.73,52.31,9999,46.93,9999,0,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,3095
1,1,0,1,1,1,1,1,1,1,1,69.14,81.82,82.97,91.37,86.89,1,1,1,1,1,1,0.58,0.42,0,0,1,3097
1,1,1,1,1,9999,9999,9999,9999,9999,0,56.04,64.41,9999,9999,75.3,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3098
1,1,1,1,1,1,1,1,1,1,9999,34.47,38.73,53.57,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3099
0,1,1,0,0,0,0,0,0,0,0,50.14,49.35,58.43,9999,51.84,1,0,0,0,0,0,0.013,0,0.987,0,3,3102
1,1,1,1,0,9999,9999,9999,9999,9999,9999,65.78,71.26,9999,9999,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,3104
1,1,9999,0,0,0,0,0,0,0,9999,42.81,39.33,53.24,57.23,52.69,1,0,1,1,1,1,0.039,0,0.961,0,3,3105
1,1,0,1,0,1,0,1,1,0,9999,57.41,56.72,77.17,9999,9999,0,9999,9999,9999,9999,9999,0.15,0,0.85,0,3,3106
1,0,1,0,0,0,0,0,0,0,9999,38.65,46.97,48.77,43.07,45.91,1,0,0,0,0,0,0.002,0,0.977,0.021,3,3107
1,1,0,0,0,1,1,1,0,1,0,38.84,55.66,53.34,69.18,9999,0,1,1,1,1,1,0.006,0,0.994,0,3,3108
1,0,0,0,0,9999,0,1,1,0,0,41.47,46.77,49,47.21,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3110
0,0,0,0,0,1,0,0,0,0,0,54.9,9999,67,72.74,9999,0,0,0,0,0,0,0,0,0.117,0.883,4,3111
1,0,9999,0,1,9999,9999,9999,9999,9999,9999,63.97,69.63,9999,9999,9999,1,9999,9999,9999,9999,9999,0.023,0.943,0,0.033,2,3114
0,0,0,0,0,9999,9999,9999,9999,9999,0,42.62,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3118
1,1,1,1,1,0,1,0,1,1,0,46.44,43.7,9999,9999,9999,0,1,1,0,1,1,0.957,0.043,0,0,1,3120
1,0,1,0,0,1,1,1,0,1,0,68.26,74.38,78.48,86.39,90.14,1,0,0,1,0,0,0.002,0,0.977,0.021,3,3121
0,0,0,0,0,0,0,0,0,0,0,42.1,58.44,55.14,9999,9999,1,0,0,0,0,0,0,0,0.117,0.883,4,3122
0,1,1,1,1,9999,9999,9999,9999,9999,0,41.14,44.46,9999,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,3124
0,1,1,0,1,1,1,1,1,1,9999,49.07,9999,68.34,9999,9999,1,9999,9999,9999,9999,9999,0.376,0.624,0,0,2,3125
1,0,0,0,0,9999,9999,9999,9999,9999,9999,40.24,42.84,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3127
1,1,1,1,1,0,0,1,0,0,0,72.59,77.89,84.58,86.53,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3129
1,1,1,1,0,9999,9999,9999,9999,9999,9999,42.91,49.82,9999,59.33,9999,0,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,3130
1,0,0,0,1,1,0,0,0,1,0,60.02,64.85,74.76,80.32,82.72,1,0,1,1,0,1,0.003,0.937,0,0.06,2,3131
1,0,1,0,0,0,1,1,0,0,9999,49.25,9999,67.43,71,73.89,1,1,0,1,1,1,0.002,0,0.977,0.021,3,3133
0,0,0,0,0,0,0,1,0,0,0,35.29,37.58,59.73,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3134
1,1,1,1,1,1,1,1,1,1,0,53.38,62.16,67.84,69.42,9999,1,0,1,9999,0,0,0.957,0.043,0,0,1,3135
1,0,1,0,0,0,0,0,0,0,0,50.02,53.8,60.93,9999,63.22,1,1,1,1,1,1,0.002,0,0.977,0.021,3,3137
1,1,1,1,1,1,0,1,0,1,0,66.47,9999,77.42,80.58,87.16,1,0,0,1,0,1,0.957,0.043,0,0,1,3138
0,0,0,0,0,1,0,1,1,1,9999,50.16,53.95,62.03,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3147
1,0,0,0,0,1,0,1,0,0,0,57.8,61.18,74.12,72.2,77.58,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3149
0,0,1,0,0,9999,9999,9999,9999,9999,9999,39.89,38.33,70.34,9999,9999,0,0,0,0,0,1,0,0,0.934,0.066,3,3151
1,0,1,1,1,1,1,1,1,0,0,58.45,60.02,63.32,71.09,9999,1,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,3154
1,0,0,0,0,1,0,0,1,0,0,64.64,75.13,82.4,88.31,96.5,0,1,1,1,1,1,0,0,0.307,0.693,4,3161
1,0,0,0,0,9999,9999,9999,9999,9999,9999,46.44,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3163
1,1,1,1,1,9999,9999,9999,9999,9999,9999,35.73,33.49,47.62,38.59,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3165
1,0,0,1,1,1,0,0,0,0,9999,51.53,53.12,64.39,9999,71.36,1,0,0,0,0,0,0.031,0.964,0,0.006,2,3166
1,0,0,0,0,0,0,0,0,0,0,47.3,56.03,67.62,62.9,69.34,1,0,0,1,1,0,0,0,0.307,0.693,4,3167
1,0,0,0,0,0,0,0,1,0,0,58.14,63.63,68.01,76.09,79.68,1,1,0,1,1,0,0,0,0.307,0.693,4,3169
1,0,0,1,0,1,0,0,1,0,0,46.69,56.64,72.37,9999,9999,0,9999,9999,9999,9999,9999,0.004,0,0.643,0.353,3,3171
0,0,0,0,0,0,1,1,1,1,0,43.76,46.17,58.96,59.68,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3173
1,0,0,0,0,1,0,1,1,1,9999,43.92,38.26,51.43,9999,9999,0,0,0,0,0,0,0,0,0.307,0.693,4,3174
1,9999,0,0,1,0,0,1,0,1,0,53.66,65.38,75.27,76.24,9999,1,9999,9999,9999,9999,9999,0.038,0.92,0,0.042,2,3176
1,0,0,0,0,1,0,0,1,0,9999,46.46,51.63,64.4,73.54,75.14,1,0,0,1,1,0,0,0,0.307,0.693,4,3179
1,1,0,0,1,1,0,0,1,0,0,57.83,9999,71,74.02,9999,0,0,0,0,0,1,0.121,0.879,0,0,2,3183
1,1,1,1,1,0,1,1,1,0,0,57.61,56.26,66.86,69.5,66.37,1,0,0,0,0,0,0.957,0.043,0,0,1,3184
0,0,0,0,0,1,0,1,1,1,0,62.23,65.53,77.35,83.48,85.54,0,1,1,1,1,0,0,0,0.117,0.883,4,3185
0,0,0,1,0,9999,9999,9999,9999,9999,0,40.37,47.11,9999,53.58,62.27,1,0,1,1,1,0,0,0,0.353,0.647,4,3186
0,1,1,0,1,0,0,0,0,0,0,41.2,42.1,46.49,9999,9999,1,0,0,0,0,0,0.376,0.624,0,0,2,3187
0,0,0,0,0,9999,9999,9999,9999,9999,9999,49.32,41.12,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3189
