1	1	10	1	1	1	1	1	1	3	3	2	1	3	3	56.21	52.11	59.53
0	1	8	1	1	1	1	1	2	3	3	3	2	1	1	51.96	66.32	37.35
1	1	6	1	1	1	1	1	1	1	2	.	4	4	2	36.81	35.11	40.19
0	0	11	3	2	2	2	1	1	3	3	2	4	3	4	52.56	59.07	45.73
0	1	9	1	1	1	1	1	1	3	2	2	3	3	2	53.45	54.7	51.77
1	1	4	1	1	1	1	1	1	4	3	.	3	2	1	45.97	43.88	48.57
.	1	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	0	5	1	3	1	1	1	3	3	1	3	3	1	1	52.02	50.79	53
1	1	8	.	.	.	.	.	.	.	.	.	.	.	.	46.98	47.63	46.72
1	0	9	1	2	1	3	1	2	3	2	3	1	3	1	41.69	44.99	39.45
1	0	12	2	1	2	2	1	1	4	3	3	4	1	1	66.52	75.98	54.97
1	0	12	1	1	1	1	1	1	4	3	4	4	2	2	75.55	72.17	75.68
1	0	11	2	1	1	1	1	1	2	3	3	3	3	1	58.12	58.64	56.58
1	0	10	1	2	1	2	1	1	3	3	3	3	5	1	55.43	55.57	54.61
.	0	11	.	.	.	.	.	.	.	.	.	.	.	.	57.68	56.16	58.22
1	0	6	2	1	1	1	1	1	3	2	4	3	4	2	61.52	60.32	61.26
1	0	11	1	1	1	1	1	1	3	2	3	3	1	1	47.09	52.65	41.91
1	0	11	1	1	1	1	1	1	4	3	3	3	2	1	60.39	64.24	55.22
1	0	12	1	1	1	1	1	2	3	2	3	3	1	1	63.64	66.26	59.29
0	.	12	1	2	1	2	1	1	3	3	4	3	1	1	56.6	57.39	54.97
1	1	10	1	2	1	1	1	1	3	3	3	3	1	1	60.35	63.54	55.84
1	.	13	.	.	.	.	.	.	.	.	.	.	.	.	51.25	54.28	48.07
1	.	10	1	1	1	1	1	1	4	3	3	3	1	1	56.43	53.49	58.55
1	.	11	2	1	1	1	1	1	4	4	4	2	4	1	38.08	38	39.69
0	.	10	1	1	1	1	1	1	3	3	3	3	1	1	45.74	47.64	44.38
1	0	10	1	1	1	1	1	1	3	3	3	3	2	1	52.2	50.38	53.74
1	0	10	2	1	1	1	1	2	3	1	3	4	2	1	62.57	55.64	67.91
1	0	9	1	1	1	1	1	1	3	3	3	3	3	1	59.49	54.06	63.72
1	0	10	1	1	1	1	1	1	4	4	4	4	3	1	59.14	64.98	52.14
1	0	6	2	1	1	2	1	2	2	3	2	3	2	1	45.98	43.29	49.18
1	0	10	2	3	1	1	2	3	4	2	4	4	2	1	50.86	48.36	53.25
1	0	10	1	1	1	1	3	1	4	4	4	4	2	1	68.37	67.73	66.68
1	0	9	1	1	1	1	1	1	4	2	3	3	2	1	63.61	62.38	63.11
1	.	11	1	1	1	1	1	1	3	3	3	2	2	1	43.69	44.68	43.51
1	.	11	1	1	1	1	1	1	4	2	4	4	2	1	51.37	46.86	55.71
1	0	11	1	1	1	1	1	1	3	3	3	3	2	1	53.62	53.17	53.62
1	.	10	1	1	1	1	1	1	3	3	3	4	2	2	51.63	54.36	48.69
1	.	9	1	1	1	1	1	1	3	2	3	4	2	1	63.37	58.6	66.44
1	0	12	2	1	1	1	1	2	3	4	3	4	1	1	55.03	54.95	54.48
1	0	12	1	1	1	1	1	1	4	4	4	4	1	1	62.26	56.77	66.19
0	0	9	1	1	1	1	1	1	3	3	4	3	2	1	51.39	52.18	50.42
1	0	11	2	1	1	1	1	1	4	3	3	3	2	2	39.59	46.97	33.53
1	0	10	1	1	1	1	1	1	3	1	4	4	1	1	57.03	57.33	55.84
0	0	12	2	2	1	2	1	2	1	2	4	1	1	1	33.63	35.69	33.66
1	1	13	3	2	1	2	3	3	3	2	1	1	3	3	29.58	29.1	32.67
1	1	7	1	1	1	.	1	1	3	.	2	2	2	1	45.35	42.24	49.06
1	1	11	1	1	2	1	1	1	3	2	2	2	3	5	43.97	49.27	39.45
0	0	5	1	1	.	.	.	.	2	2	1	1	1	1	51.68	50.03	53.13
1	0	8	1	1	1	1	1	1	4	3	2	4	1	3	34.84	38.95	32.67
1	0	6	.	.	.	.	.	.	.	.	.	.	.	1	52.51	53.68	51.03
1	0	11	2	1	1	1	1	1	4	1	3	3	2	1	54.63	48.41	60.27
0	0	5	2	1	1	2	1	2	4	4	3	3	2	1	60.93	62.29	58.18
1	0	10	2	2	1	2	1	2	3	3	3	3	2	1	47.32	50.23	44.75
1	0	9	1	1	1	1	1	1	4	4	4	4	1	1	51.32	50.83	51.65
1	0	5	1	1	1	1	1	1	1	2	4	4	2	5	45.08	54.55	36.24
1	0	10	2	2	2	2	2	3	3	2	2	3	2	2	47.36	52.53	42.53
1	0	11	1	2	1	1	2	1	2	2	2	3	1	1	60.58	58.56	61.26
1	0	11	1	2	1	1	1	2	4	2	4	4	1	1	49.46	48.94	50.05
1	0	11	2	1	1	1	1	1	4	3	3	2	1	1	58.51	58.63	57.32
.	1	5	.	.	.	.	.	.	.	.	.	.	.	.	49.03	49.74	48.45
.	0	9	.	.	.	.	.	.	.	.	.	.	.	.	51.01	49.26	52.64
1	0	6	1	1	1	1	1	1	4	4	4	4	3	1	40.04	38.83	42.53
1	0	5	1	1	2	1	1	1	3	4	3	4	2	2	52.62	50.44	54.48
0	0	8	2	1	2	1	1	2	3	2	3	2	3	1	42.67	42.51	43.76
0	0	9	3	1	1	1	2	1	4	4	4	4	5	1	46.07	47.15	45.49
1	0	10	1	1	1	1	1	1	3	1	2	2	1	1	43.71	42.61	45.61
1	0	10	2	1	2	1	1	1	4	3	3	2	3	2	55.29	56.42	53.5
1	.	10	1	1	1	1	1	3	2	2	3	3	3	1	31.78	30.51	35.38
1	.	5	1	1	1	1	1	1	3	3	4	4	1	1	50.75	47.16	54.24
1	0	10	2	.	1	.	.	.	3	2	2	3	2	1	39.79	38.48	42.41
1	0	12	1	1	2	1	1	1	4	4	4	4	5	5	44.5	41.75	47.95
1	0	10	2	2	2	2	1	1	2	3	2	1	2	1	51.08	47.41	54.61
1	0	10	1	1	1	1	1	1	3	1	2	3	2	1	59.05	61.74	55.22
1	1	9	3	1	1	1	1	1	3	2	4	3	2	3	36.89	34.41	41.05
0	1	6	1	1	1	1	1	1	3	3	2	3	1	1	46.16	44.61	48.2
1	0	10	1	1	1	1	1	1	4	4	2	3	3	1	51.71	47.25	55.96
1	0	11	.	.	.	.	.	.	.	.	.	.	.	.	37.41	41.17	35.26
1	0	10	.	.	.	.	.	.	.	.	.	.	.	.	59.81	63.28	55.1
1	.	12	2	2	1	2	2	.	3	3	2	2	3	1	53.44	53.08	53.37
1	.	11	1	1	1	1	1	3	3	2	1	1	1	1	58.27	57.07	58.43
1	1	6	2	1	1	1	2	3	3	2	1	4	5	3	44.49	46.54	43.14
1	0	6	1	1	1	1	1	1	4	3	4	3	3	1	43.52	43.61	44.25
1	0	9	1	1	1	1	1	1	4	2	2	3	2	1	62.31	60.19	62.86
1	1	10	1	1	1	1	1	1	4	3	3	3	2	1	72.12	68.46	72.97
.	0	11	.	.	.	.	.	.	.	.	.	.	.	.	52.62	52.05	52.87
1	0	9	1	1	1	1	1	1	3	1	3	3	2	1	45.51	42.42	49.18
1	0	9	1	1	1	1	1	1	3	3	3	3	1	1	55.82	60.49	50.42
0	0	9	1	1	1	1	1	1	4	3	3	4	1	1	69.75	74.38	62.61
0	.	8	1	1	1	1	1	2	4	1	4	3	4	2	37.76	40.35	36.74
1	0	9	1	2	1	1	1	1	4	4	2	3	1	1	54.54	58.34	50.17
1	0	9	2	1	1	1	1	2	3	2	2	4	2	4	44.79	44.02	46.23
1	0	2	1	2	1	1	1	2	4	3	4	4	4	3	40.98	44.78	38.34
1	0	10	2	1	1	3	2	2	3	4	2	3	3	2	44.65	51.76	38.22
1	0	9	2	1	.	1	1	1	2	2	2	2	4	3	37.72	42.49	34.52
1	.	1	1	2	2	2	1	1	3	3	3	2	5	1	44.45	54.47	35.14
1	.	11	1	1	1	1	1	1	2	2	3	2	3	1	36.69	42.53	32.55
1	0	10	1	1	2	2	1	1	4	2	4	3	2	3	47.34	46.08	48.94
1	1	10	2	2	1	1	1	2	3	2	3	2	3	1	46.56	43.76	49.8
1	.	8	1	1	1	1	1	1	3	3	3	3	3	1	53.93	47.95	59.41
